"timepoint","state","y","ysl_kansas","ysl_kansas_lag1","y_lag1","latitude","longitude","total_qtrly_wages","emplvlcapita","y_lag2","ysl_kansas_lag2","y_lag3","ysl_kansas_lag3","y_lag4","ysl_kansas_lag4","y_lag5","ysl_kansas_lag5","ysl_kansas_lead1","ysl_kansas_lead2","ysl_kansas_lead3","nearst_neighbor1","nearst_neighbor2","nearst_neighbor3","nearst_neighbor4","nearst_neighbor1_lag1","nearst_neighbor2_lag1","nearst_neighbor3_lag1","nearst_neighbor4_lag1","nearst_neighbor1_lag2","nearst_neighbor2_lag2","nearst_neighbor3_lag2","nearst_neighbor4_lag2","nearst_neighbor1_lag3","nearst_neighbor2_lag3","nearst_neighbor3_lag3","nearst_neighbor4_lag3","nearst_neighbor1_lag4","nearst_neighbor2_lag4","nearst_neighbor3_lag4","nearst_neighbor4_lag4","nearst_neighbor1_lead1","nearst_neighbor2_lead1","nearst_neighbor3_lead1","nearst_neighbor4_lead1","nearst_neighbor1_lead2","nearst_neighbor2_lead2","nearst_neighbor3_lead2","nearst_neighbor4_lead2","nearst_neighbor1_lead3","nearst_neighbor2_lead3","nearst_neighbor3_lead3","nearst_neighbor4_lead3","nearst_neighbor1_lead4","nearst_neighbor2_lead4","nearst_neighbor3_lead4","nearst_neighbor4_lead4"
16,"Kansas",10.1077155809117,47.6627202624942,47.5883547652689,10.0927078070203,39.048191,-95.677956,6835276364,0.435545530823236,10.0773997340258,47.5121826602793,10.0617804085997,47.4341198174321,10.0458382753769,47.3540759789659,10.0394672946725,47.3125610603378,47.7099601322354,47.7563629308396,47.8019561113862,10.1519245634187,10.1014971660473,10.1109671656654,10.1864968521702,10.140294272566,10.0898128318879,10.0877387528864,10.1644073716524,10.1283974071012,10.0779676725148,10.0638996415761,10.1417247698317,10.1162238239378,10.065957495999,10.0394183756109,10.1184187536634,10.1037628204595,10.053777945162,10.0142610096542,10.094456663013,10.1631539172701,10.1145503258248,10.1200584524149,10.1929549628611,10.1741424052608,10.1274182936586,10.1290417518286,10.1993367983562,10.1848983375266,10.140106026062,10.1379193326951,10.2056438297154,10.1954296222717,10.1526182836033,10.1466933940451,10.2118774877601
17,"Kansas",10.1135132521937,47.7099601322354,47.6627202624942,10.1077155809117,39.048191,-95.677956,6114470204,0.429737678774208,10.0927078070203,47.5883547652689,10.0773997340258,47.5121826602793,10.0617804085997,47.4341198174321,10.0458382753769,47.3540759789659,47.7563629308396,47.8019561113862,47.8467657479853,10.1631539172701,10.1145503258248,10.1200584524149,10.1929549628611,10.1519245634187,10.1014971660473,10.1109671656654,10.1864968521702,10.140294272566,10.0898128318879,10.0877387528864,10.1644073716524,10.1283974071012,10.0779676725148,10.0638996415761,10.1417247698317,10.1162238239378,10.065957495999,10.0394183756109,10.1184187536634,10.1741424052608,10.1274182936586,10.1290417518286,10.1993367983562,10.1848983375266,10.140106026062,10.1379193326951,10.2056438297154,10.1954296222717,10.1526182836033,10.1466933940451,10.2118774877601,10.211742117762,10.1617151075843,10.1648293241345,10.2307152051972
18,"Kansas",10.1192547706419,47.7563629308396,47.7099601322354,10.1135132521937,39.048191,-95.677956,6483984651,0.443097473291393,10.1077155809117,47.6627202624942,10.0927078070203,47.5883547652689,10.0773997340258,47.5121826602793,10.0617804085997,47.4341198174321,47.8019561113862,47.8467657479853,47.9099398613475,10.1741424052608,10.1274182936586,10.1290417518286,10.1993367983562,10.1631539172701,10.1145503258248,10.1200584524149,10.1929549628611,10.1519245634187,10.1014971660473,10.1109671656654,10.1864968521702,10.140294272566,10.0898128318879,10.0877387528864,10.1644073716524,10.1283974071012,10.0779676725148,10.0638996415761,10.1417247698317,10.1848983375266,10.140106026062,10.1379193326951,10.2056438297154,10.1954296222717,10.1526182836033,10.1466933940451,10.2118774877601,10.211742117762,10.1617151075843,10.1648293241345,10.2307152051972,10.2276341252102,10.1707218170131,10.1826034033913,10.2491124934914
19,"Kansas",10.1249410413965,47.8019561113862,47.7563629308396,10.1192547706419,39.048191,-95.677956,6524594266,0.441213389121339,10.1135132521937,47.7099601322354,10.1077155809117,47.6627202624942,10.0927078070203,47.5883547652689,10.0773997340258,47.5121826602793,47.8467657479853,47.9099398613475,47.9718500499,10.1848983375266,10.140106026062,10.1379193326951,10.2056438297154,10.1741424052608,10.1274182936586,10.1290417518286,10.1993367983562,10.1631539172701,10.1145503258248,10.1200584524149,10.1929549628611,10.1519245634187,10.1014971660473,10.1109671656654,10.1864968521702,10.140294272566,10.0898128318879,10.0877387528864,10.1644073716524,10.1954296222717,10.1526182836033,10.1466933940451,10.2118774877601,10.211742117762,10.1617151075843,10.1648293241345,10.2307152051972,10.2276341252102,10.1707218170131,10.1826034033913,10.2491124934914,10.2431236278897,10.1796401042873,10.2000290802973,10.2670876277407
20,"Kansas",10.1305729486881,47.8467657479853,47.8019561113862,10.1249410413965,39.048191,-95.677956,6967704032,0.446347714243211,10.1192547706419,47.7563629308396,10.1135132521937,47.7099601322354,10.1077155809117,47.6627202624942,10.0927078070203,47.5883547652689,47.9099398613475,47.9718500499,48.03254381288,10.1954296222717,10.1526182836033,10.1466933940451,10.2118774877601,10.1848983375266,10.140106026062,10.1379193326951,10.2056438297154,10.1741424052608,10.1274182936586,10.1290417518286,10.1993367983562,10.1631539172701,10.1145503258248,10.1200584524149,10.1929549628611,10.1519245634187,10.1014971660473,10.1109671656654,10.1864968521702,10.211742117762,10.1617151075843,10.1648293241345,10.2307152051972,10.2276341252102,10.1707218170131,10.1826034033913,10.2491124934914,10.2431236278897,10.1796401042873,10.2000290802973,10.2670876277407,10.2582275160478,10.1884716146675,10.2171190693854,10.284657780635
21,"Kansas",10.145732699531,47.9099398613475,47.8467657479853,10.1305729486881,39.048191,-95.677956,6692928218,0.440708284650266,10.1249410413965,47.8019561113862,10.1192547706419,47.7563629308396,10.1135132521937,47.7099601322354,10.1077155809117,47.6627202624942,47.9718500499,48.03254381288,48.0920659038733,10.211742117762,10.1617151075843,10.1648293241345,10.2307152051972,10.1954296222717,10.1526182836033,10.1466933940451,10.2118774877601,10.1848983375266,10.140106026062,10.1379193326951,10.2056438297154,10.1741424052608,10.1274182936586,10.1290417518286,10.1993367983562,10.1631539172701,10.1145503258248,10.1200584524149,10.1929549628611,10.2276341252102,10.1707218170131,10.1826034033913,10.2491124934914,10.2431236278897,10.1796401042873,10.2000290802973,10.2670876277407,10.2582275160478,10.1884716146675,10.2171190693854,10.284657780635,10.2811943145381,10.2116237212329,10.2317422630958,10.2908847574972
22,"Kansas",10.1606275593171,47.9718500499,47.9099398613475,10.145732699531,39.048191,-95.677956,6854528819,0.451607211851127,10.1305729486881,47.8467657479853,10.1249410413965,47.8019561113862,10.1192547706419,47.7563629308396,10.1135132521937,47.7099601322354,48.03254381288,48.0920659038733,48.1607233768204,10.2276341252102,10.1707218170131,10.1826034033913,10.2491124934914,10.211742117762,10.1617151075843,10.1648293241345,10.2307152051972,10.1954296222717,10.1526182836033,10.1466933940451,10.2118774877601,10.1848983375266,10.140106026062,10.1379193326951,10.2056438297154,10.1741424052608,10.1274182936586,10.1290417518286,10.1993367983562,10.2431236278897,10.1796401042873,10.2000290802973,10.2670876277407,10.2582275160478,10.1884716146675,10.2171190693854,10.284657780635,10.2811943145381,10.2116237212329,10.2317422630958,10.2908847574972,10.3034182157785,10.2342451881307,10.2461271281511,10.297049921564
23,"Kansas",10.1752660207053,48.03254381288,47.9718500499,10.1606275593171,39.048191,-95.677956,6714027953,0.446775460332391,10.145732699531,47.9099398613475,10.1305729486881,47.8467657479853,10.1249410413965,47.8019561113862,10.1192547706419,47.7563629308396,48.0920659038733,48.1607233768204,48.2273955085134,10.2431236278897,10.1796401042873,10.2000290802973,10.2670876277407,10.2276341252102,10.1707218170131,10.1826034033913,10.2491124934914,10.211742117762,10.1617151075843,10.1648293241345,10.2307152051972,10.1954296222717,10.1526182836033,10.1466933940451,10.2118774877601,10.1848983375266,10.140106026062,10.1379193326951,10.2056438297154,10.2582275160478,10.1884716146675,10.2171190693854,10.284657780635,10.2811943145381,10.2116237212329,10.2317422630958,10.2908847574972,10.3034182157785,10.2342451881307,10.2461271281511,10.297049921564,10.324939924326,10.2563596475161,10.2602808966088,10.3031543041217
24,"Kansas",10.189656176483,48.0920659038733,48.03254381288,10.1752660207053,39.048191,-95.677956,7436661993,0.454752307931762,10.1606275593171,47.9718500499,10.145732699531,47.9099398613475,10.1305729486881,47.8467657479853,10.1249410413965,47.8019561113862,48.1607233768204,48.2273955085134,48.2921838101666,10.2582275160478,10.1884716146675,10.2171190693854,10.284657780635,10.2431236278897,10.1796401042873,10.2000290802973,10.2670876277407,10.2276341252102,10.1707218170131,10.1826034033913,10.2491124934914,10.211742117762,10.1617151075843,10.1648293241345,10.2307152051972,10.1954296222717,10.1526182836033,10.1466933940451,10.2118774877601,10.2811943145381,10.2116237212329,10.2317422630958,10.2908847574972,10.3034182157785,10.2342451881307,10.2461271281511,10.297049921564,10.324939924326,10.2563596475161,10.2602808966088,10.3031543041217,10.3457969602087,10.2779891872399,10.2742104773437,10.3091989116908
25,"Kansas",10.2074310724477,48.1607233768204,48.0920659038733,10.189656176483,39.048191,-95.677956,7161988123,0.448812557195861,10.1752660207053,48.03254381288,10.1606275593171,47.9718500499,10.145732699531,47.9099398613475,10.1305729486881,47.8467657479853,48.2273955085134,48.2921838101666,48.3551812738505,10.2811943145381,10.2116237212329,10.2317422630958,10.2908847574972,10.2582275160478,10.1884716146675,10.2171190693854,10.284657780635,10.2431236278897,10.1796401042873,10.2000290802973,10.2670876277407,10.2276341252102,10.1707218170131,10.1826034033913,10.2491124934914,10.211742117762,10.1617151075843,10.1648293241345,10.2307152051972,10.3034182157785,10.2342451881307,10.2461271281511,10.297049921564,10.324939924326,10.2563596475161,10.2602808966088,10.3031543041217,10.3457969602087,10.2779891872399,10.2742104773437,10.3091989116908,10.3541537235049,10.2902629022621,10.2787212198256,10.3166304085448
26,"Kansas",10.2248271397315,48.2273955085134,48.1607233768204,10.2074310724477,39.048191,-95.677956,7329010644,0.462038482085139,10.189656176483,48.0920659038733,10.1752660207053,48.03254381288,10.1606275593171,47.9718500499,10.145732699531,47.9099398613475,48.2921838101666,48.3551812738505,48.3980013568316,10.3034182157785,10.2342451881307,10.2461271281511,10.297049921564,10.2811943145381,10.2116237212329,10.2317422630958,10.2908847574972,10.2582275160478,10.1884716146675,10.2171190693854,10.284657780635,10.2431236278897,10.1796401042873,10.2000290802973,10.2670876277407,10.2276341252102,10.1707218170131,10.1826034033913,10.2491124934914,10.324939924326,10.2563596475161,10.2602808966088,10.3031543041217,10.3457969602087,10.2779891872399,10.2742104773437,10.3091989116908,10.3541537235049,10.2902629022621,10.2787212198256,10.3166304085448,10.3623549211596,10.3023790039204,10.2832026183555,10.3239866634978
27,"Kansas",10.2418589118708,48.2921838101666,48.2273955085134,10.2248271397315,39.048191,-95.677956,7176493990,0.456621267239712,10.2074310724477,48.1607233768204,10.189656176483,48.0920659038733,10.1752660207053,48.03254381288,10.1606275593171,47.9718500499,48.3551812738505,48.3980013568316,48.4400690140391,10.324939924326,10.2563596475161,10.2602808966088,10.3031543041217,10.3034182157785,10.2342451881307,10.2461271281511,10.297049921564,10.2811943145381,10.2116237212329,10.2317422630958,10.2908847574972,10.2582275160478,10.1884716146675,10.2171190693854,10.284657780635,10.2431236278897,10.1796401042873,10.2000290802973,10.2670876277407,10.3457969602087,10.2779891872399,10.2742104773437,10.3091989116908,10.3541537235049,10.2902629022621,10.2787212198256,10.3166304085448,10.3623549211596,10.3023790039204,10.2832026183555,10.3239866634978,10.3704051252977,10.3143413813506,10.2876550029083,10.3312690095577
28,"Kansas",10.2585401083835,48.3551812738505,48.2921838101666,10.2418589118708,39.048191,-95.677956,7941766198,0.4646337332853,10.2248271397315,48.2273955085134,10.2074310724477,48.1607233768204,10.189656176483,48.0920659038733,10.1752660207053,48.03254381288,48.3980013568316,48.4400690140391,48.4814083248934,10.3457969602087,10.2779891872399,10.2742104773437,10.3091989116908,10.324939924326,10.2563596475161,10.2602808966088,10.3031543041217,10.3034182157785,10.2342451881307,10.2461271281511,10.297049921564,10.2811943145381,10.2116237212329,10.2317422630958,10.2908847574972,10.2582275160478,10.1884716146675,10.2171190693854,10.284657780635,10.3541537235049,10.2902629022621,10.2787212198256,10.3166304085448,10.3623549211596,10.3023790039204,10.2832026183555,10.3239866634978,10.3704051252977,10.3143413813506,10.2876550029083,10.3312690095577,10.3783087216368,10.3261537816055,10.2920786980498,10.3384787452394
29,"Kansas",10.2691801764026,48.3980013568316,48.3551812738505,10.2585401083835,39.048191,-95.677956,7570973008,0.457882972108341,10.2418589118708,48.2921838101666,10.2248271397315,48.2273955085134,10.2074310724477,48.1607233768204,10.189656176483,48.0920659038733,48.4400690140391,48.4814083248934,48.5220420784638,10.3541537235049,10.2902629022621,10.2787212198256,10.3166304085448,10.3457969602087,10.2779891872399,10.2742104773437,10.3091989116908,10.324939924326,10.2563596475161,10.2602808966088,10.3031543041217,10.3034182157785,10.2342451881307,10.2461271281511,10.297049921564,10.2811943145381,10.2116237212329,10.2317422630958,10.2908847574972,10.3623549211596,10.3023790039204,10.2832026183555,10.3239866634978,10.3704051252977,10.3143413813506,10.2876550029083,10.3312690095577,10.3783087216368,10.3261537816055,10.2920786980498,10.3384787452394,10.3869216724953,10.3370069099373,10.2997255459695,10.3458252936087
30,"Kansas",10.2796581794108,48.4400690140391,48.3980013568316,10.2691801764026,39.048191,-95.677956,7858506530,0.473368757323083,10.2585401083835,48.3551812738505,10.2418589118708,48.2921838101666,10.2248271397315,48.2273955085134,10.2074310724477,48.1607233768204,48.4814083248934,48.5220420784638,48.5733138663473,10.3623549211596,10.3023790039204,10.2832026183555,10.3239866634978,10.3541537235049,10.2902629022621,10.2787212198256,10.3166304085448,10.3457969602087,10.2779891872399,10.2742104773437,10.3091989116908,10.324939924326,10.2563596475161,10.2602808966088,10.3031543041217,10.3034182157785,10.2342451881307,10.2461271281511,10.297049921564,10.3704051252977,10.3143413813506,10.2876550029083,10.3312690095577,10.3783087216368,10.3261537816055,10.2920786980498,10.3384787452394,10.3869216724953,10.3370069099373,10.2997255459695,10.3458252936087,10.3953773904007,10.3477356105554,10.3072951889397,10.3530991430986
31,"Kansas",10.2899783544824,48.4814083248934,48.4400690140391,10.2796581794108,39.048191,-95.677956,7799991214,0.471664882264045,10.2691801764026,48.3980013568316,10.2585401083835,48.3551812738505,10.2418589118708,48.2921838101666,10.2248271397315,48.2273955085134,48.5220420784638,48.5733138663473,48.6237221472917,10.3704051252977,10.3143413813506,10.2876550029083,10.3312690095577,10.3623549211596,10.3023790039204,10.2832026183555,10.3239866634978,10.3541537235049,10.2902629022621,10.2787212198256,10.3166304085448,10.3457969602087,10.2779891872399,10.2742104773437,10.3091989116908,10.324939924326,10.2563596475161,10.2602808966088,10.3031543041217,10.3783087216368,10.3261537816055,10.2920786980498,10.3384787452394,10.3869216724953,10.3370069099373,10.2997255459695,10.3458252936087,10.3953773904007,10.3477356105554,10.3072951889397,10.3530991430986,10.4036804361319,10.3583426180712,10.3147890039438,10.3603015571074
32,"Kansas",10.3001447783612,48.5220420784638,48.4814083248934,10.2899783544824,39.048191,-95.677956,8700992837,0.477192329420709,10.2796581794108,48.4400690140391,10.2691801764026,48.3980013568316,10.2585401083835,48.3551812738505,10.2418589118708,48.2921838101666,48.5733138663473,48.6237221472917,48.6732952396021,10.3783087216368,10.3261537816055,10.2920786980498,10.3384787452394,10.3704051252977,10.3143413813506,10.2876550029083,10.3312690095577,10.3623549211596,10.3023790039204,10.2832026183555,10.3239866634978,10.3541537235049,10.2902629022621,10.2787212198256,10.3166304085448,10.3457969602087,10.2779891872399,10.2742104773437,10.3091989116908,10.3869216724953,10.3370069099373,10.2997255459695,10.3458252936087,10.3953773904007,10.3477356105554,10.3072951889397,10.3530991430986,10.4036804361319,10.3583426180712,10.3147890039438,10.3603015571074,10.4118351861792,10.3688305780157,10.322208331996,10.3674337669257
33,"Kansas",10.3095560983317,48.5733138663473,48.5220420784638,10.3001447783612,39.048191,-95.677956,8135337470,0.471139821448662,10.2899783544824,48.4814083248934,10.2796581794108,48.4400690140391,10.2691801764026,48.3980013568316,10.2585401083835,48.3551812738505,48.6237221472917,48.6732952396021,48.7220599926601,10.3869216724953,10.3370069099373,10.2997255459695,10.3458252936087,10.3783087216368,10.3261537816055,10.2920786980498,10.3384787452394,10.3704051252977,10.3143413813506,10.2876550029083,10.3312690095577,10.3623549211596,10.3023790039204,10.2832026183555,10.3239866634978,10.3541537235049,10.2902629022621,10.2787212198256,10.3166304085448,10.3953773904007,10.3477356105554,10.3072951889397,10.3530991430986,10.4036804361319,10.3583426180712,10.3147890039438,10.3603015571074,10.4118351861792,10.3688305780157,10.322208331996,10.3674337669257,10.4217668979124,10.3709926676229,10.3290650537655,10.3736669835962
34,"Kansas",10.3188488340505,48.6237221472917,48.5733138663473,10.3095560983317,39.048191,-95.677956,8510180126,0.48422840042381,10.3001447783612,48.5220420784638,10.2899783544824,48.4814083248934,10.2796581794108,48.4400690140391,10.2691801764026,48.3980013568316,48.6732952396021,48.7220599926601,48.740300891992,10.3953773904007,10.3477356105554,10.3072951889397,10.3530991430986,10.3869216724953,10.3370069099373,10.2997255459695,10.3458252936087,10.3783087216368,10.3261537816055,10.2920786980498,10.3384787452394,10.3704051252977,10.3143413813506,10.2876550029083,10.3312690095577,10.3623549211596,10.3023790039204,10.2832026183555,10.3239866634978,10.4036804361319,10.3583426180712,10.3147890039438,10.3603015571074,10.4118351861792,10.3688305780157,10.322208331996,10.3674337669257,10.4217668979124,10.3709926676229,10.3290650537655,10.3736669835962,10.431509855852,10.3731483045468,10.3358618092976,10.3798452286031
