"timepoint","state","y","ysl_kansas_lag1","y_lag1","latitude","longitude","total_qtrly_wages","emplvlcapita","y_lag2","ysl_kansas_lag2","y_lag3","ysl_kansas_lag3","y_lag4","ysl_kansas_lag4","y_lag5","ysl_kansas_lag5","nearst_neighbor1","nearst_neighbor2","nearst_neighbor3","nearst_neighbor4","nearst_neighbor1_lag1","nearst_neighbor2_lag1","nearst_neighbor3_lag1","nearst_neighbor4_lag1","nearst_neighbor1_lag2","nearst_neighbor2_lag2","nearst_neighbor3_lag2","nearst_neighbor4_lag2","nearst_neighbor1_lag3","nearst_neighbor2_lag3","nearst_neighbor3_lag3","nearst_neighbor4_lag3","nearst_neighbor1_lag4","nearst_neighbor2_lag4","nearst_neighbor3_lag4","nearst_neighbor4_lag4"
17,"Kansas",0.00579767128200004,0.0673915511083452,0.0150077738913996,39.048191,-95.677956,6114470204,0.429737678774208,0.0153080729945003,0.0689621415741835,0.0156193254260995,0.070602370742684,0.0159421332228007,0.0723170492640242,0.0063709807043999,0.042958711939871,0.00976097232659967,0.00743202981447055,0.0107807802435005,0.00879321692110047,0.00121380862979947,0.0174211761843992,0.0151094785402215,0.0232284127789999,0.00122446999580106,0.0178146122646012,0.0154590735641698,0.0238391113103003,0.00123527337629881,0.0182244541048995,0.0158228570438794,0.0244812659651998,0.00124622132100072,0.0186517379978,0.0162016871192794,0.0251573659566997
18,"Kansas",0.00574151844820037,0.0484763049485648,0.00579767128200004,39.048191,-95.677956,6483984651,0.443097473291393,0.0150077738913996,0.0673915511083452,0.0153080729945003,0.0689621415741835,0.0156193254260995,0.070602370742684,0.0159421332228007,0.0723170492640242,0.00962806756520074,0.00734678463081906,0.0106087726640993,0.00867354087229977,0.00697855406150083,0.00975733553910096,0.0112810572900699,0.00909128674950033,0.00121380862979947,0.0174211761843992,0.0151094785402215,0.0232284127789999,0.00122446999580106,0.0178146122646012,0.0154590735641698,0.0238391113103003,0.00123527337629881,0.0182244541048995,0.0158228570438794,0.0244812659651998
19,"Kansas",0.00568627075459993,0.0475832880592365,0.00574151844820037,39.048191,-95.677956,6524594266,0.441213389121339,0.00579767128200004,0.0484763049485648,0.0150077738913996,0.0673915511083452,0.0153080729945003,0.0689621415741835,0.0156193254260995,0.070602370742684,0.00949829619120024,0.00726319263536013,0.0104414320768011,0.00855661121640061,0.00689530324699916,0.00961520655469883,0.0110639386755889,0.0089832994136998,0.00697855406150083,0.00975733553910096,0.0112810572900699,0.00909128674950033,0.00121380862979947,0.0174211761843992,0.0151094785402215,0.0232284127789999,0.00122446999580106,0.0178146122646012,0.0154590735641698,0.0238391113103003
20,"Kansas",0.00563190729159935,0.0467204190281973,0.00568627075459993,39.048191,-95.677956,6967704032,0.446347714243211,0.00574151844820037,0.0475832880592365,0.00579767128200004,0.0484763049485648,0.0150077738913996,0.0673915511083452,0.0153080729945003,0.0689621415741835,0.00937155087619956,0.0071812075981601,0.0102785758883996,0.00844233726949994,0.00681369434320089,0.00947659551660074,0.0108536865070796,0.00887758086649981,0.00689530324699916,0.00961520655469883,0.0110639386755889,0.0089832994136998,0.00697855406150083,0.00975733553910096,0.0112810572900699,0.00909128674950033,0.00121380862979947,0.0174211761843992,0.0151094785402215,0.0232284127789999
21,"Kansas",0.0151597508429013,0.0458861613643778,0.00563190729159935,39.048191,-95.677956,6692928218,0.440708284650266,0.00568627075459993,0.0467204190281973,0.00574151844820037,0.0475832880592365,0.00579767128200004,0.0484763049485648,0.0150077738913996,0.0673915511083452,0.0131494267461001,0.0166606764076711,0.0168844984412004,0.0127400597994001,0.00673368113319839,0.00934137681269931,0.0106499926861616,0.00877406134999958,0.00681369434320089,0.00947659551660074,0.0108536865070796,0.00887758086649981,0.00689530324699916,0.00961520655469883,0.0110639386755889,0.0089832994136998,0.00697855406150083,0.00975733553910096,0.0112810572900699,0.00909128674950033
22,"Kansas",0.0148948597860983,0.0527348504324016,0.0151597508429013,39.048191,-95.677956,6854528819,0.451607211851127,0.00563190729159935,0.0458861613643778,0.00568627075459993,0.0467204190281973,0.00574151844820037,0.0475832880592365,0.00579767128200004,0.0484763049485648,0.0129830029523994,0.0163095963538691,0.0165116417006992,0.0125255949965997,0.0178408338266003,0.0107932242943001,0.0116689659724489,0.0181359300894002,0.00673368113319839,0.00934137681269931,0.0106499926861616,0.00877406134999958,0.00681369434320089,0.00947659551660074,0.0108536865070796,0.00887758086649981,0.00689530324699916,0.00961520655469883,0.0110639386755889,0.0089832994136998
23,"Kansas",0.0146384613882002,0.0517518662525741,0.0148948597860983,39.048191,-95.677956,6714027953,0.446775460332391,0.0151597508429013,0.0527348504324016,0.00563190729159935,0.0458861613643778,0.00568627075459993,0.0467204190281973,0.00574151844820037,0.0475832880592365,0.0128207925855008,0.0159716003014996,0.0161531790962997,0.0123174587265993,0.0174744285652011,0.0106286906049,0.0114519403702396,0.0177740792567995,0.0178408338266003,0.0107932242943001,0.0116689659724489,0.0181359300894002,0.00673368113319839,0.00934137681269931,0.0106499926861616,0.00877406134999958,0.00681369434320089,0.00947659551660074,0.0108536865070796,0.00887758086649981
24,"Kansas",0.0143901557777006,0.0508038757989741,0.0146384613882002,39.048191,-95.677956,7436661993,0.454752307931762,0.0148948597860983,0.0517518662525741,0.0151597508429013,0.0527348504324016,0.00563190729159935,0.0458861613643778,0.00568627075459993,0.0467204190281973,0.0126626376595986,0.0156459788576999,0.0158083050390996,0.0121153791958015,0.0171217842120992,0.0104684776266009,0.0112416440084004,0.0174256769060008,0.0174744285652011,0.0106286906049,0.0114519403702396,0.0177740792567995,0.0178408338266003,0.0107932242943001,0.0116689659724489,0.0181359300894002,0.00673368113319839,0.00934137681269931,0.0106499926861616,0.00877406134999958
25,"Kansas",0.0177748959647008,0.0498889268766048,0.0143901557777006,39.048191,-95.677956,7161988123,0.448812557195861,0.0146384613882002,0.0508038757989741,0.0148948597860983,0.0517518662525741,0.0151597508429013,0.0527348504324016,0.00563190729159935,0.0458861613643778,0.0206780224285001,0.00926974644660028,0.0165586597560008,0.0188128269968999,0.0167821438946003,0.0103124209390995,0.011037778792101,0.0170899890881007,0.0171217842120992,0.0104684776266009,0.0112416440084004,0.0174256769060008,0.0174744285652011,0.0106286906049,0.0114519403702396,0.0177740792567995,0.0178408338266003,0.0107932242943001,0.0116689659724489,0.0181359300894002
26,"Kansas",0.0173960672837996,0.0690580399887315,0.0177748959647008,39.048191,-95.677956,7329010644,0.462038482085139,0.0143901557777006,0.0498889268766048,0.0146384613882002,0.0508038757989741,0.0148948597860983,0.0517518662525741,0.0151597508429013,0.0527348504324016,0.0201055300716,0.00913995159910108,0.0162027170194001,0.0184022805017996,-0.0171879702952999,0.0203184028798002,0.00765800364579938,0.0146231937103991,0.0167821438946003,0.0103124209390995,0.011037778792101,0.0170899890881007,0.0171217842120992,0.0104684776266009,0.0112416440084004,0.0174256769060008,0.0174744285652011,0.0106286906049,0.0114519403702396,0.0177740792567995
27,"Kansas",0.0170317721392994,0.0670077755432078,0.0173960672837996,39.048191,-95.677956,7176493990,0.456621267239712,0.0177748959647008,0.0690580399887315,0.0143901557777006,0.0498889268766048,0.0146384613882002,0.0508038757989741,0.0148948597860983,0.0517518662525741,0.0195603891465002,0.00901323777389962,0.0158601893998007,0.0180080447640005,-0.0174653996760998,0.0198318957338,0.00755738932140027,0.0143848650553,-0.0171879702952999,0.0203184028798002,0.00765800364579938,0.0146231937103991,0.0167821438946003,0.0103124209390995,0.011037778792101,0.0170899890881007,0.0171217842120992,0.0104684776266009,0.0112416440084004,0.0174256769060008
28,"Kansas",0.0166811965126996,0.0650626051126922,0.0170317721392994,39.048191,-95.677956,7941766198,0.4646337332853,0.0173960672837996,0.0670077755432078,0.0177748959647008,0.0690580399887315,0.0143901557777006,0.0498889268766048,0.0146384613882002,0.0508038757989741,0.0190407182559014,0.00888949953109908,0.0155303430913989,0.0176291722851989,-0.0177523306207004,0.0193664198516998,0.0074589565649994,0.0141537684576996,-0.0174653996760998,0.0198318957338,0.00755738932140027,0.0143848650553,-0.0171879702952999,0.0203184028798002,0.00765800364579938,0.0146231937103991,0.0167821438946003,0.0103124209390995,0.011037778792101,0.0170899890881007
29,"Kansas",0.0106400680191001,0.0632140387568228,0.0166811965126996,39.048191,-95.677956,7570973008,0.457882972108341,0.0170317721392994,0.0650626051126922,0.0173960672837996,0.0670077755432078,0.0177748959647008,0.0690580399887315,0.0143901557777006,0.0498889268766048,0.0091086051702991,0.00309190628339984,0.0128730918784008,0.0120585714214005,-0.0180492589227992,0.0189206496945005,0.00736263795830006,0.0139295807349011,-0.0177523306207004,0.0193664198516998,0.0074589565649994,0.0141537684576996,-0.0174653996760998,0.0198318957338,0.00755738932140027,0.0143848650553,-0.0171879702952999,0.0203184028798002,0.00765800364579938,0.0146231937103991
30,"Kansas",0.0104780030082008,0.0461335802486194,0.0106400680191001,39.048191,-95.677956,7858506530,0.473368757323083,0.0166811965126996,0.0632140387568228,0.0170317721392994,0.0650626051126922,0.0173960672837996,0.0670077755432078,0.0177748959647008,0.0690580399887315,0.00899474119409938,0.00306772024170066,0.0126435125060986,0.0118796207658995,0.00316598272529944,0.0179806525933994,0.00523979241470052,0.00451074248189975,-0.0180492589227992,0.0189206496945005,0.00736263795830006,0.0139295807349011,-0.0177523306207004,0.0193664198516998,0.0074589565649994,0.0141537684576996,-0.0174653996760998,0.0198318957338,0.00755738932140027,0.0143848650553
31,"Kansas",0.0103201750716,0.0452639751377874,0.0104780030082008,39.048191,-95.677956,7799991214,0.471664882264045,0.0106400680191001,0.0461335802486194,0.0166811965126996,0.0632140387568228,0.0170317721392994,0.0650626051126922,0.0173960672837996,0.0670077755432078,0.00888335617699987,0.00304383114970008,0.0124210045325004,0.0117054442192011,0.00315169626730061,0.0175991736194003,0.0051874179207001,0.00448139852989904,0.00316598272529944,0.0179806525933994,0.00523979241470052,0.00451074248189975,-0.0180492589227992,0.0189206496945005,0.00736263795830006,0.0139295807349011,-0.0177523306207004,0.0193664198516998,0.0074589565649994,0.0141537684576996
32,"Kansas",0.0101664238788004,0.0444241672188379,0.0103201750716,39.048191,-95.677956,8700992837,0.477192329420709,0.0104780030082008,0.0452639751377874,0.0106400680191001,0.0461335802486194,0.0166811965126996,0.0632140387568228,0.0170317721392994,0.0650626051126922,0.00877437151390126,0.0030202339582992,0.0122052525187009,0.0115358550454996,0.00313752184069926,0.0172323487258002,0.00513589354899935,0.00445238455280084,0.00315169626730061,0.0175991736194003,0.0051874179207001,0.00448139852989904,0.00316598272529944,0.0179806525933994,0.00523979241470052,0.00451074248189975,-0.0180492589227992,0.0189206496945005,0.00736263795830006,0.0139295807349011
33,"Kansas",0.00941131997049993,0.0436125299940574,0.0101664238788004,39.048191,-95.677956,8135337470,0.471139821448662,0.0103201750716,0.0444241672188379,0.0104780030082008,0.0452639751377874,0.0106400680191001,0.0461335802486194,0.0166811965126996,0.0632140387568228,0.0114134697415995,0.00670701218830061,0.00988723940689873,0.0131771575080002,0.00312345816089987,0.0168793551907989,0.00508519977680066,0.0044236951414991,0.00313752184069926,0.0172323487258002,0.00513589354899935,0.00445238455280084,0.00315169626730061,0.0175991736194003,0.0051874179207001,0.00448139852989904,0.00316598272529944,0.0179806525933994,0.00523979241470052,0.00451074248189975
34,"Kansas",0.00929273571879996,0.0565201071504274,0.00941131997049993,39.048191,-95.677956,8510180126,0.48422840042381,0.0101664238788004,0.0436125299940574,0.0103201750716,0.0444241672188379,0.0104780030082008,0.0452639751377874,0.0106400680191001,0.0461335802486194,0.0112449563698007,0.00663131828130048,0.00973002153090086,0.0129632385059999,0.0131996379115993,0.00951426724579996,0.0152359989020994,0.00764684791970005,0.00312345816089987,0.0168793551907989,0.00508519977680066,0.0044236951414991,0.00313752184069926,0.0172323487258002,0.00513589354899935,0.00445238455280084,0.00315169626730061,0.0175991736194003,0.0051874179207001,0.00448139852989904
35,"Kansas",0.00917677248880011,0.0555322493746248,0.00929273571879996,39.048191,-95.677956,8340237792,0.479474811710298,0.00941131997049993,0.0565201071504274,0.0101664238788004,0.0436125299940574,0.0103201750716,0.0444241672188379,0.0104780030082008,0.0452639751377874,0.0110808431782985,0.00655704195319906,0.00957697380279932,0.0127555499956991,0.0130145941569015,0.00938870146420001,0.0149351769918997,0.00756964297019991,0.0131996379115993,0.00951426724579996,0.0152359989020994,0.00764684791970005,0.00312345816089987,0.0168793551907989,0.00508519977680066,0.0044236951414991,0.00313752184069926,0.0172323487258002,0.00513589354899935,0.00445238455280084
36,"Kansas",0.00906334573129897,0.0545779821139511,0.00917677248880011,39.048191,-95.677956,9439470128,0.487952504883934,0.00929273571879996,0.0555322493746248,0.00941131997049993,0.0565201071504274,0.0101664238788004,0.0436125299940574,0.0103201750716,0.0444241672188379,0.0109209623359003,0.00648414523550045,0.00942793796490093,0.0125538262879008,0.0128344939597991,0.00926601089010148,0.014644794880601,0.00749381500409996,0.0130145941569015,0.00938870146420001,0.0149351769918997,0.00756964297019991,0.0131996379115993,0.00951426724579996,0.0152359989020994,0.00764684791970005,0.00312345816089987,0.0168793551907989,0.00508519977680066,0.0044236951414991
37,"Kansas",0.00151096228380077,0.0536555246849816,0.00906334573129897,39.048191,-95.677956,8503563666,0.476110309204191,0.00917677248880011,0.0545779821139511,0.00929273571879996,0.0555322493746248,0.00941131997049993,0.0565201071504274,0.0101664238788004,0.0436125299940574,6.496013959989e-05,0.0152231195118002,0.0102260847808004,0.0037228568562,0.0126591420699995,0.00914609978759984,0.0143643258264987,0.00741932805220102,0.0128344939597991,0.00926601089010148,0.014644794880601,0.00749381500409996,0.0130145941569015,0.00938870146420001,0.0149351769918997,0.00756964297019991,0.0131996379115993,0.00951426724579996,0.0152359989020994,0.00764684791970005
38,"Kansas",0.00150437701819861,0.00873862563117006,0.00151096228380077,39.048191,-95.677956,8962900263,0.48813317929161,0.00906334573129897,0.0536555246849816,0.00917677248880011,0.0545779821139511,0.00929273571879996,0.0555322493746248,0.00941131997049993,0.0565201071504274,6.47590637008477e-05,0.0149576619536003,0.0100607338345,0.00369475624849969,0.0303460933505999,-0.000936073340401578,-0.00257278246489889,0.00685672176950014,0.0126591420699995,0.00914609978759984,0.0143643258264987,0.00741932805220102,0.0128344939597991,0.00926601089010148,0.014644794880601,0.00749381500409996,0.0130145941569015,0.00938870146420001,0.0149351769918997,0.00756964297019991
39,"Kansas",0.00149783640110002,0.00849432621928761,0.00150437701819861,39.048191,-95.677956,8877027170,0.482868979676605,0.00151096228380077,0.00873862563117006,0.00906334573129897,0.0536555246849816,0.00917677248880011,0.0545779821139511,0.00929273571879996,0.0555322493746248,6.45589200996e-05,0.014700718411099,0.00989985826520012,0.00366699754149913,0.0293780929941008,-0.000933328307498371,-0.00256646838630026,0.00679675553209869,0.0303460933505999,-0.000936073340401578,-0.00257278246489889,0.00685672176950014,0.0126591420699995,0.00914609978759984,0.0143643258264987,0.00741932805220102,0.0128344939597991,0.00926601089010148,0.014644794880601,0.00749381500409996
40,"Kansas",0.0014913400161003,0.00825734603712278,0.00149783640110002,39.048191,-95.677956,10141411541,0.489582067964691,0.00150437701819861,0.00849432621928761,0.00151096228380077,0.00873862563117006,0.00906334573129897,0.0536555246849816,0.00917677248880011,0.0545779821139511,6.43597030993703e-05,0.0144518877105,0.00974328452599948,0.00363957486990074,0.0284677806027993,-0.00093059573650045,-0.00256018594460095,0.00673772748800161,0.0293780929941008,-0.000933328307498371,-0.00256646838630026,0.00679675553209869,0.0303460933505999,-0.000936073340401578,-0.00257278246489889,0.00685672176950014,0.0126591420699995,0.00914609978759984,0.0143643258264987,0.00741932805220102
41,"Kansas",0.0089424268378,0.00802717834742121,0.0014913400161003,39.048191,-95.677956,9347141056,0.479557032427621,0.00149783640110002,0.00825734603712278,0.00150437701819861,0.00849432621928761,0.00151096228380077,0.00873862563117006,0.00906334573129897,0.0536555246849816,0.00368344339350024,0.00498819642510107,0.00357374760979923,0.00617923044950075,0.027610155686201,-0.000927875549500357,-0.00255393490239975,0.00667961605119949,0.0284677806027993,-0.00093059573650045,-0.00256018594460095,0.00673772748800161,0.0293780929941008,-0.000933328307498371,-0.00256646838630026,0.00679675553209869,0.0303460933505999,-0.000936073340401578,-0.00257278246489889,0.00685672176950014
42,"Kansas",0.00884929871760143,0.0276621354495031,0.0089424268378,39.048191,-95.677956,9569081701,0.493283274004961,0.0014913400161003,0.00802717834742121,0.00149783640110002,0.00825734603712278,0.00150437701819861,0.00849432621928761,0.00151096228380077,0.00873862563117006,0.00366194655860141,0.00495432798649986,0.00354341931000057,0.00612263411219871,0.0207391235922998,-0.000628677135999567,0.00760682439670113,0.00446892826809986,0.027610155686201,-0.000927875549500357,-0.00255393490239975,0.00667961605119949,0.0284677806027993,-0.00093059573650045,-0.00256018594460095,0.00673772748800161,0.0293780929941008,-0.000933328307498371,-0.00256646838630026,0.00679675553209869
43,"Kansas",0.00875795900269871,0.0273384826278108,0.00884929871760143,39.048191,-95.677956,9540472036,0.484614544937649,0.0089424268378,0.0276621354495031,0.0014913400161003,0.00802717834742121,0.00149783640110002,0.00825734603712278,0.00150437701819861,0.00849432621928761,0.00364066170149968,0.00492086350559973,0.00351349741169926,0.00606692499010109,0.0203104762974,-0.0006272241984,0.00753121417089986,0.0044468265875004,0.0207391235922998,-0.000628677135999567,0.00760682439670113,0.00446892826809986,0.027610155686201,-0.000927875549500357,-0.00255393490239975,0.00667961605119949,0.0284677806027993,-0.00093059573650045,-0.00256018594460095,0.00673772748800161
44,"Kansas",0.00866835694739976,0.0270221919605647,0.00875795900269871,39.048191,-95.677956,10105159012,0.491072653475327,0.00884929871760143,0.0273384826278108,0.0089424268378,0.0276621354495031,0.0014913400161003,0.00802717834742121,0.00149783640110002,0.00825734603712278,0.00361958580080035,0.00488779592300048,0.00348397434130021,0.00601208290929911,0.0198990455584003,-0.000625776414700852,0.00745693613460041,0.00442493210520034,0.0203104762974,-0.0006272241984,0.00753121417089986,0.0044468265875004,0.0207391235922998,-0.000628677135999567,0.00760682439670113,0.00446892826809986,0.027610155686201,-0.000927875549500357,-0.00255393490239975,0.00667961605119949
45,"Kansas",0.00646145030840017,0.0267129922852494,0.00866835694739976,39.048191,-95.677956,9830452713,0.48523207219503,0.00875795900269871,0.0270221919605647,0.00884929871760143,0.0273384826278108,0.0089424268378,0.0276621354495031,0.0014913400161003,0.00802717834742121,0.00496103893679845,0.00574824201499879,0.0117491542414996,0.00854855304350011,0.0195038145865993,-0.000624333760200102,0.00738395587639928,0.00440324192829955,0.0198990455584003,-0.000625776414700852,0.00745693613460041,0.00442493210520034,0.0203104762974,-0.0006272241984,0.00753121417089986,0.0044468265875004,0.0207391235922998,-0.000628677135999567,0.00760682439670113,0.00446892826809986
46,"Kansas",0.00640652898040095,0.038870310262901,0.00646145030840017,39.048191,-95.677956,9864915781,0.493117342378541,0.00866835694739976,0.0267129922852494,0.00875795900269871,0.0270221919605647,0.00884929871760143,0.0273384826278108,0.0089424268378,0.0276621354495031,0.004929242590201,0.0056973804652003,0.0115709950354006,0.00844628452690088,0.00993274766910091,0.00948296894100054,0.00898860506359966,0.0131638548912001,0.0195038145865993,-0.000624333760200102,0.00738395587639928,0.00440324192829955,0.0198990455584003,-0.000625776414700852,0.00745693613460041,0.00442493210520034,0.0203104762974,-0.0006272241984,0.00753121417089986,0.0044468265875004
47,"Kansas",0.0063524347394992,0.0383391197607544,0.00640652898040095,39.048191,-95.677956,9704907858,0.483799099789618,0.00646145030840017,0.038870310262901,0.00866835694739976,0.0267129922852494,0.00875795900269871,0.0270221919605647,0.00884929871760143,0.0273384826278108,0.00489781026479896,0.00564728224679989,0.0113976149806003,0.00834613625129954,0.00978231792639939,0.00937241603079997,0.00888493975990023,0.0129878943156996,0.00993274766910091,0.00948296894100054,0.00898860506359966,0.0131638548912001,0.0195038145865993,-0.000624333760200102,0.00738395587639928,0.00440324192829955,0.0198990455584003,-0.000625776414700852,0.00745693613460041,0.00442493210520034
48,"Kansas",0.00629914931080044,0.0378210715308834,0.0063524347394992,39.048191,-95.677956,10391837272,0.488270813775364,0.00640652898040095,0.0383391197607544,0.00646145030840017,0.038870310262901,0.00866835694739976,0.0267129922852494,0.00875795900269871,0.0270221919605647,0.00486673582440034,0.00559793079830051,0.0112288268451994,0.00824804427550063,0.00963573747690027,0.00926418972649934,0.00878340225279928,0.0128165122994996,0.00978231792639939,0.00937241603079997,0.00888493975990023,0.0129878943156996,0.00993274766910091,0.00948296894100054,0.00898860506359966,0.0131638548912001,0.0195038145865993,-0.000624333760200102,0.00738395587639928,0.00440324192829955
