"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New_Hampshire","New_Jersey","New_Mexico","New_York","North_Carolina","North_Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode_Island","South_Carolina","South_Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West_Virginia","Wisconsin","Wyoming"
"13",84563,23284,89300,47566,826447,95659,107680,23509,304403,171659,36732,23100,320079,132108,63386,58953,81618,95866,25202,125515,173527,226368,117947,47340,118906,16054,39353,40039,27362,240389,36876,537504,168006,13049,259612,65552,69409,281704,23566,76158,16105,119568,443775,38631,13027,167688,142500,31881,120024,13791
"14",85946.75,23364.25,92068.5,48528.5,835175.25,97871,109038.75,24041.25,310094,175743.25,36897.75,23688.75,327052,134914.75,65079.75,60040.75,83125,98179.25,25537.25,127464,176572.75,232647,120502,48405.5,121821.25,16306,40390.75,41322.5,27819,243185,38078.25,541958.5,171326.5,13362.75,265190.25,66226.75,70905,285428.5,23763,77634,16411.25,122149.75,451828.75,39621,13192.5,170030.25,144576.25,32558.75,122377.25,13860.75
"15",87330.5,23444.5,94837,49491,843903.5,100083,110397.5,24573.5,315785,179827.5,37063.5,24277.5,334025,137721.5,66773.5,61128.5,84632,100492.5,25872.5,129413,179618.5,238926,123057,49471,124736.5,16558,41428.5,42606,28276,245981,39280.5,546413,174647,13676.5,270768.5,66901.5,72401,289153,23960,79110,16717.5,124731.5,459882.5,40611,13358,172372.5,146652.5,33236.5,124730.5,13930.5
"16",88714.25,23524.75,97605.5,50453.5,852631.75,102295,111756.25,25105.75,321476,183911.75,37229.25,24866.25,340998,140528.25,68467.25,62216.25,86139,102805.75,26207.75,131362,182664.25,245205,125612,50536.5,127651.75,16810,42466.25,43889.5,28733,248777,40482.75,550867.5,177967.5,13990.25,276346.75,67576.25,73897,292877.5,24157,80586,17023.75,127313.25,467936.25,41601,13523.5,174714.75,148728.75,33914.25,127083.75,14000.25
"17",90098,23605,100374,51416,861360,104507,113115,25638,327167,187996,37395,25455,347971,143335,70161,63304,87646,105119,26543,133311,185710,251484,128167,51602,130567,17062,43504,45173,29190,251573,41685,555322,181288,14304,281925,68251,75393,296602,24354,82062,17330,129895,475990,42591,13689,177057,150805,34592,129437,14070
"18",91528.25,24066,102757,52215,873914.25,106557.25,115639.25,26158.75,332113,191846.25,37487,26031.75,352091,145102.25,70905,63798.5,88713.25,107058.25,26945.5,134750.75,188384.75,252766.75,129906.25,52447.5,132940.25,17176.25,43905.75,46192,29861.5,254546.75,41800.25,562155.5,184332.75,14438.5,285828.25,68903,76933.25,300698.75,24653,83358.5,17511,131686.5,483923.75,43629.75,13739.5,179351.75,151871,34981.25,130905.5,14204.5
"19",92958.5,24527,105140,53014,886468.5,108607.5,118163.5,26679.5,337059,195696.5,37579,26608.5,356211,146869.5,71649,64293,89780.5,108997.5,27348,136190.5,191059.5,254049.5,131645.5,53293,135313.5,17290.5,44307.5,47211,30533,257520.5,41915.5,568989,187377.5,14573,289731.5,69555,78473.5,304795.5,24952,84655,17692,133478,491857.5,44668.5,13790,181646.5,152937,35370.5,132374,14339
"20",94388.75,24988,107523,53813,899022.75,110657.75,120687.75,27200.25,342005,199546.75,37671,27185.25,360331,148636.75,72393,64787.5,90847.75,110936.75,27750.5,137630.25,193734.25,255332.25,133384.75,54138.5,137686.75,17404.75,44709.25,48230,31204.5,260494.25,42030.75,575822.5,190422.25,14707.5,293634.75,70207,80013.75,308892.25,25251,85951.5,17873,135269.5,499791.25,45707.25,13840.5,183941.25,154003,35759.75,133842.5,14473.5
"21",95819,25449,109906,54612,911577,112708,123212,27721,346951,203397,37763,27762,364451,150404,73137,65282,91915,112876,28153,139070,196409,256615,135124,54984,140060,17519,45111,49249,31876,263468,42146,582656,193467,14842,297538,70859,81554,312989,25550,87248,18054,137061,507725,46746,13891,186236,155069,36149,135311,14608
"22",96900.75,25771,112312,55453,924729.25,114801.25,124686.75,28079.75,352941.25,207545,37853.5,28050.25,369214.25,152390.5,74557.5,66365.5,93090.5,114358.75,28428.75,140558.25,199964.25,260041.25,137813,55603,142109.25,17669,46085,50541.5,32547.25,267148.75,42742.5,592030.25,196054,15254.25,300933.5,72223.25,84492,315992,25776,88124.75,18395.25,138586.5,518672,48063.5,14086.25,189116,157936.75,36417.75,137344.25,14894
"23",97982.5,26093,114718,56294,937881.5,116894.5,126161.5,28438.5,358931.5,211693,37944,28338.5,373977.5,154377,75978,67449,94266,115841.5,28704.5,142046.5,203519.5,263467.5,140502,56222,144158.5,17819,47059,51834,33218.5,270829.5,43339,601404.5,198641,15666.5,304329,73587.5,87430,318995,26002,89001.5,18736.5,140112,529619,49381,14281.5,191996,160804.5,36686.5,139377.5,15180
"24",99064.25,26415,117124,57135,951033.75,118987.75,127636.25,28797.25,364921.75,215841,38034.5,28626.75,378740.75,156363.5,77398.5,68532.5,95441.5,117324.25,28980.25,143534.75,207074.75,266893.75,143191,56841,146207.75,17969,48033,53126.5,33889.75,274510.25,43935.5,610778.75,201228,16078.75,307724.5,74951.75,90368,321998,26228,89878.25,19077.75,141637.5,540566,50698.5,14476.75,194876,163672.25,36955.25,141410.75,15466
"25",100146,26737,119530,57976,964186,121081,129111,29156,370912,219989,38125,28915,383504,158350,78819,69616,96617,118807,29256,145023,210630,270320,145880,57460,148257,18119,49007,54419,34561,278191,44532,620153,203815,16491,311120,76316,93306,325001,26454,90755,19419,143163,551513,52016,14672,197756,166540,37224,143444,15752
"26",101164,26414.25,122824.5,58586.25,993500.5,124777.75,131860.25,30285,378769,225530,38007.5,29058.5,393027,161937.25,80057.25,71005,98670.5,118600.75,29622,149058.25,217279,278440.75,148713.5,57703.25,152074.25,18383.75,49406.5,55827.25,35520.75,285680.75,46540,642932.75,210953.75,16310.5,319205,77215.75,95177,332663.25,27126,92615.25,19354,146171,567243.75,53286.25,14889.5,202980,173397,37586.25,146421.25,15493.75
"27",102182,26091.5,126119,59196.5,1022815,128474.5,134609.5,31414,386626,231071,37890,29202,402550,165524.5,81295.5,72394,100724,118394.5,29988,153093.5,223928,286561.5,151547,57946.5,155891.5,18648.5,49806,57235.5,36480.5,293170.5,48548,665712.5,218092.5,16130,327290,78115.5,97048,340325.5,27798,94475.5,19289,149179,582974.5,54556.5,15107,208204,180254,37948.5,149398.5,15235.5
"28",103200,25768.75,129413.5,59806.75,1052129.5,132171.25,137358.75,32543,394483,236612,37772.5,29345.5,412073,169111.75,82533.75,73783,102777.5,118188.25,30354,157128.75,230577,294682.25,154380.5,58189.75,159708.75,18913.25,50205.5,58643.75,37440.25,300660.25,50556,688492.25,225231.25,15949.5,335375,79015.25,98919,347987.75,28470,96335.75,19224,152187,598705.25,55826.75,15324.5,213428,187111,38310.75,152375.75,14977.25
"29",104218,25446,132708,60417,1081444,135868,140108,33672,402340,242153,37655,29489,421596,172699,83772,75172,104831,117982,30720,161164,237226,302803,157214,58433,163526,19178,50605,60052,38400,308150,52564,711272,232370,15769,343460,79915,100790,355650,29142,98196,19159,155195,614436,57097,15542,218652,193968,38673,155353,14719
"30",105517,25092,135473,60881.5,1098862.75,139539.75,142058.75,34578.5,410378.5,247602.25,37637.5,29902.25,426205.5,176154.25,84236.25,76158.5,106028,118609.75,31138.5,163477.25,240192,305453,159669,59102.75,165317.5,19478.75,51053.5,61215.75,38963,311446,52064.5,718772,236120.5,16017,348841.25,80354.25,101974,360173.5,29552.25,99656.75,19451.25,157966.75,622866,58252,15692.25,222506.75,197973,38975,157472.5,14775.75
"31",106816,24738,138238,61346,1116281.5,143211.5,144009.5,35485,418417,253051.5,37620,30315.5,430815,179609.5,84700.5,77145,107225,119237.5,31557,165790.5,243158,308103,162124,59772.5,167109,19779.5,51502,62379.5,39526,314742,51565,726272,239871,16265,354222.5,80793.5,103158,364697,29962.5,101117.5,19743.5,160738.5,631296,59407,15842.5,226361.5,201978,39277,159592,14832.5
"32",108115,24384,141003,61810.5,1133700.25,146883.25,145960.25,36391.5,426455.5,258500.75,37602.5,30728.75,435424.5,183064.75,85164.75,78131.5,108422,119865.25,31975.5,168103.75,246124,310753,164579,60442.25,168900.5,20080.25,51950.5,63543.25,40089,318038,51065.5,733772,243621.5,16513,359603.75,81232.75,104342,369220.5,30372.75,102578.25,20035.75,163510.25,639726,60562,15992.75,230216.25,205983,39579,161711.5,14889.25
"33",109414,24030,143768,62275,1151119,150555,147911,37298,434494,263950,37585,31142,440034,186520,85629,79118,109619,120493,32394,170417,249090,313403,167034,61112,170692,20381,52399,64707,40652,321334,50566,741272,247372,16761,364985,81672,105526,373744,30783,104039,20328,166282,648156,61717,16143,234071,209988,39881,163831,14946
"34",110814.25,24193.5,146862.25,63385,1175340.75,154125,149610.25,38308.75,442063.75,269893.75,37994.75,31932,445875.5,188664.75,86396,79999.25,111068.75,121959,32948.75,173061.75,253002.5,319462,169220,61832.25,172670.25,20504.25,52855,66387.25,40995.75,325480,51189.5,753473.75,251894.75,16810.25,368442.25,82414.5,106080,377962.25,31183,105706,20544.5,168446.5,657011.5,62750.5,16411.75,238317.25,215179,40374.25,166278.25,15152.25
"35",112214.5,24357,149956.5,64495,1199562.5,157695,151309.5,39319.5,449633.5,275837.5,38404.5,32722,451717,190809.5,87163,80880.5,112518.5,123425,33503.5,175706.5,256915,325521,171406,62552.5,174648.5,20627.5,53311,68067.5,41339.5,329626,51813,765675.5,256417.5,16859.5,371899.5,83157,106634,382180.5,31583,107373,20761,170611,665867,63784,16680.5,242563.5,220370,40867.5,168725.5,15358.5
"36",113614.75,24520.5,153050.75,65605,1223784.25,161265,153008.75,40330.25,457203.25,281781.25,38814.25,33512,457558.5,192954.25,87930,81761.75,113968.25,124891,34058.25,178351.25,260827.5,331580,173592,63272.75,176626.75,20750.75,53767,69747.75,41683.25,333772,52436.5,777877.25,260940.25,16908.75,375356.75,83899.5,107188,386398.75,31983,109040,20977.5,172775.5,674722.5,64817.5,16949.25,246809.75,225561,41360.75,171172.75,15564.75
"37",115015,24684,156145,66715,1248006,164835,154708,41341,464773,287725,39224,34302,463400,195099,88697,82643,115418,126357,34613,180996,264740,337639,175778,63993,178605,20874,54223,71428,42027,337918,53060,790079,265463,16958,378814,84642,107742,390617,32383,110707,21194,174940,683578,65851,17218,251056,230752,41854,173620,15771
"38",115327.5,25387.5,156464.75,66711.25,1260163.75,166213.75,155528,41538,465962.75,288080,39415.25,34539.25,464134.5,195294.5,89394.75,82886.5,114891.25,127650.5,34831,180729.25,267830.75,337723.25,178133.25,64227.25,177940.75,21039.25,54634.5,71953,42184,339818.25,52423.75,783083.25,267416.75,17202.5,377098.5,86048,108953.25,391625,32663.25,111274.5,21680.5,175042.5,693644,66397.75,17363.25,252862,228178.75,41988.75,174605.25,16277.75
"39",115640,26091,156784.5,66707.5,1272321.5,167592.5,156348,41735,467152.5,288435,39606.5,34776.5,464869,195490,90092.5,83130,114364.5,128944,35049,180462.5,270921.5,337807.5,180488.5,64461.5,177276.5,21204.5,55046,72478,42341,341718.5,51787.5,776087.5,269370.5,17447,375383,87454,110164.5,392633,32943.5,111842,22167,175145,703710,66944.5,17508.5,254668,225605.5,42123.5,175590.5,16784.5
"40",115952.5,26794.5,157104.25,66703.75,1284479.25,168971.25,157168,41932,468342.25,288790,39797.75,35013.75,465603.5,195685.5,90790.25,83373.5,113837.75,130237.5,35267,180195.75,274012.25,337891.75,182843.75,64695.75,176612.25,21369.75,55457.5,73003,42498,343618.75,51151.25,769091.75,271324.25,17691.5,373667.5,88860,111375.75,393641,33223.75,112409.5,22653.5,175247.5,713776,67491.25,17653.75,256474,223032.25,42258.25,176575.75,17291.25
"41",116265,27498,157424,66700,1296637,170350,157988,42129,469532,289145,39989,35251,466338,195881,91488,83617,113311,131531,35485,179929,277103,337976,185199,64930,175948,21535,55869,73528,42655,345519,50515,762096,273278,17936,371952,90266,112587,394649,33504,112977,23140,175350,723842,68038,17799,258280,220459,42393,177561,17798
"42",117271.5,27360.25,158872.5,67290.75,1303123.75,171766.5,159093.75,42788.75,475453.5,291055.25,40399.25,35596.75,468569.75,196046.25,91920.75,84434.5,114271,131873,35861,182770,278580.25,338156.5,186324.5,65255.75,177205.25,21775,56431,74415.25,42949.75,349855.75,50572.5,767210,276150.75,18077,372590,90801,112232.25,398470.25,33850,114172,23330.25,176710.5,729092,68579.5,18030.5,262641.25,221396,42764.25,178934.5,18174.25
"43",118278,27222.5,160321,67881.5,1309610.5,173183,160199.5,43448.5,481375,292965.5,40809.5,35942.5,470801.5,196211.5,92353.5,85252,115231,132215,36237,185611,280057.5,338337,187450,65581.5,178462.5,22015,56993,75302.5,43244.5,354192.5,50630,772324,279023.5,18218,373228,91336,111877.5,402291.5,34196,115367,23520.5,178071,734342,69121,18262,267002.5,222333,43135.5,180308,18550.5
"44",119284.5,27084.75,161769.5,68472.25,1316097.25,174599.5,161305.25,44108.25,487296.5,294875.75,41219.75,36288.25,473033.25,196376.75,92786.25,86069.5,116191,132557,36613,188452,281534.75,338517.5,188575.5,65907.25,179719.75,22255,57555,76189.75,43539.25,358529.25,50687.5,777438,281896.25,18359,373866,91871,111522.75,406112.75,34542,116562,23710.75,179431.5,739592,69662.5,18493.5,271363.75,223270,43506.75,181681.5,18926.75
"45",120291,26947,163218,69063,1322584,176016,162411,44768,493218,296786,41630,36634,475265,196542,93219,86887,117151,132899,36989,191293,283012,338698,189701,66233,180977,22495,58117,77077,43834,362866,50745,782552,284769,18500,374504,92406,111168,409934,34888,117757,23901,180792,744842,70204,18725,275725,224207,43878,183055,19303
"46",121610,27637.25,165358.75,69779.5,1333884.25,176864.5,163244.25,45363.5,500038.5,299046.75,42222,37115,477983.5,198643,94472.25,87542.25,118433.75,132570.25,37501.5,193939.5,284281,341845.25,192291,66958.75,182618.5,22814.5,58828.25,78103.25,44487.5,367191.75,51437.5,784928.5,288630.75,18820,377934,93086,112160.5,414688,35413,118906.25,24176.5,183124.5,751995.25,70896.5,18944.75,278691,226390.25,44288,184953.75,19548.5
"47",122929,28327.5,167499.5,70496,1345184.5,177713,164077.5,45959,506859,301307.5,42814,37596,480702,200744,95725.5,88197.5,119716.5,132241.5,38014,196586,285550,344992.5,194881,67684.5,184260,23134,59539.5,79129.5,45141,371517.5,52130,787305,292492.5,19140,381364,93766,113153,419442,35938,120055.5,24452,185457,759148.5,71589,19164.5,281657,228573.5,44698,186852.5,19794
"48",124248,29017.75,169640.25,71212.5,1356484.75,178561.5,164910.75,46554.5,513679.5,303568.25,43406,38077,483420.5,202845,96978.75,88852.75,120999.25,131912.75,38526.5,199232.5,286819,348139.75,197471,68410.25,185901.5,23453.5,60250.75,80155.75,45794.5,375843.25,52822.5,789681.5,296354.25,19460,384794,94446,114145.5,424196,36463,121204.75,24727.5,187789.5,766301.75,72281.5,19384.25,284623,230756.75,45108,188751.25,20039.5
"49",125567,29708,171781,71929,1367785,179410,165744,47150,520500,305829,43998,38558,486139,204946,98232,89508,122282,131584,39039,201879,288088,351287,200061,69136,187543,23773,60962,81182,46448,380169,53515,792058,300216,19780,388224,95126,115138,428950,36988,122354,25003,190122,773455,72974,19604,287589,232940,45518,190650,20285
"50",127211.5,30133.5,174387.75,72828.75,1387446.25,181337.5,167402.5,47649,527876.25,309373.5,44765,39019.25,489470.75,207229.5,99437.25,90469,123957,133729.5,39519.25,204520.25,290401.75,354784.5,202741,69925.25,189310,24207.25,62169.75,82818.25,47097.75,384494,54267,799460.25,303756.25,20176.25,391921.75,96440.25,116425.75,434199.25,37633.25,123578.25,25396.75,192538,783369.25,73675.75,19870.5,291799.75,235933.75,45952.5,192991,20780
"51",128856,30559,176994.5,73728.5,1407107.5,183265,169061,48148,535252.5,312918,45532,39480.5,492802.5,209513,100642.5,91430,125632,135875,39999.5,207161.5,292715.5,358282,205421,70714.5,191077,24641.5,63377.5,84454.5,47747.5,388819,55019,806862.5,307296.5,20572.5,395619.5,97754.5,117713.5,439448.5,38278.5,124802.5,25790.5,194954,793283.5,74377.5,20137,296010.5,238927.5,46387,195332,21275
"52",130500.5,30984.5,179601.25,74628.25,1426768.75,185192.5,170719.5,48647,542628.75,316462.5,46299,39941.75,496134.25,211796.5,101847.75,92391,127307,138020.5,40479.75,209802.75,295029.25,361779.5,208101,71503.75,192844,25075.75,64585.25,86090.75,48397.25,393144,55771,814264.75,310836.75,20968.75,399317.25,99068.75,119001.25,444697.75,38923.75,126026.75,26184.25,197370,803197.75,75079.25,20403.5,300221.25,241921.25,46821.5,197673,21770
"53",132145,31410,182208,75528,1446430,187120,172378,49146,550005,320007,47066,40403,499466,214080,103053,93352,128982,140166,40960,212444,297343,365277,210781,72293,194611,25510,65793,87727,49047,397469,56523,821667,314377,21365,403015,100383,120289,449947,39569,127251,26578,199786,813112,75781,20670,304432,244915,47256,200014,22265
"54",134450.25,32554.5,185217.5,77324,1464623,190688,174900.5,49934,564846.75,324937.75,47859,41179.5,508033.25,217922.25,104842.25,94745.75,129987.25,145171,41534.5,217007.5,301182.25,365608,214240.75,73496.5,197420,26028.25,66342,90581,49806.25,400678.25,58303.5,842946,316773.25,21696.75,408554.5,103246.75,123870.5,453398.25,40137.75,128311.25,27358.25,204031.75,835636,77472.25,21000.5,310082,246957.5,47917.75,201945.25,22721.75
"55",136755.5,33699,188227,79120,1482816,194256,177423,50722,579688.5,329868.5,48652,41956,516600.5,221764.5,106631.5,96139.5,130992.5,150176,42109,221571,305021.5,365939,217700.5,74700,200229,26546.5,66891,93435,50565.5,403887.5,60084,864225,319169.5,22028.5,414094,106110.5,127452,456849.5,40706.5,129371.5,28138.5,208277.5,858160,79163.5,21331,315732,249000,48579.5,203876.5,23178.5
"56",139060.75,34843.5,191236.5,80916,1501009,197824,179945.5,51510,594530.25,334799.25,49445,42732.5,525167.75,225606.75,108420.75,97533.25,131997.75,155181,42683.5,226134.5,308860.75,366270,221160.25,75903.5,203038,27064.75,67440,96289,51324.75,407096.75,61864.5,885504,321565.75,22360.25,419633.5,108974.25,131033.5,460300.75,41275.25,130431.75,28918.75,212523.25,880684,80854.75,21661.5,321382,251042.5,49241.25,205807.75,23635.25
"57",141366,35988,194246,82712,1519202,201392,182468,52298,609372,339730,50238,43509,533735,229449,110210,98927,133003,160186,43258,230698,312700,366601,224620,77107,205847,27583,67989,99143,52084,410306,63645,906783,323962,22692,425173,111838,134615,463752,41844,131492,29699,216769,903208,82546,21992,327032,253085,49903,207739,24092
"58",144357.5,36370.25,200236,84145.5,1569924.25,205270.5,188666.5,52253.75,627125,350455,52001.5,44152,544968,232448.5,113229.5,100084.25,134849,168395.5,43864.25,237209.25,319633,373925.75,228535.5,77793,209568.75,28149.75,68974.5,102887.5,53156.75,417127.5,65917.75,929105.25,330705.5,23070.25,434031.75,114222,137357.5,471782.75,42585,133968,29987,218525.5,917548.5,84635.25,22313,332557.5,262315.5,50357.75,211605.75,24465.5
"59",147349,36752.5,206226,85579,1620646.5,209149,194865,52209.5,644878,361180,53765,44795,556201,235448,116249,101241.5,136695,176605,44470.5,243720.5,326566,381250.5,232451,78479,213290.5,28716.5,69960,106632,54229.5,423949,68190.5,951427.5,337449,23448.5,442890.5,116606,140100,479813.5,43326,136444,30275,220282,931889,86724.5,22634,338083,271546,50812.5,215472.5,24839
"60",150340.5,37134.75,212216,87012.5,1671368.75,213027.5,201063.5,52165.25,662631,371905,55528.5,45438,567434,238447.5,119268.5,102398.75,138541,184814.5,45076.75,250231.75,333499,388575.25,236366.5,79165,217012.25,29283.25,70945.5,110376.5,55302.25,430770.5,70463.25,973749.75,344192.5,23826.75,451749.25,118990,142842.5,487844.25,44067,138920,30563,222038.5,946229.5,88813.75,22955,343608.5,280776.5,51267.25,219339.25,25212.5
"61",153332,37517,218206,88446,1722091,216906,207262,52121,680384,382630,57292,46081,578667,241447,122288,103556,140387,193024,45683,256743,340432,395900,240282,79851,220734,29850,71931,114121,56375,437592,72736,996072,350936,24205,460608,121374,145585,495875,44808,141396,30851,223795,960570,90903,23276,349134,290007,51722,223206,25586
"62",155940,38907,224496,89264,1747827,218710,210134,51156,690146,385693,57899,46552,582842,244158,122953,104356,142877,198572,46019,260562,342535,396144,241430,80399,222751,30064,72716,118872,57047,440092,73852,1017192,352474,24432,463782,123731,146010,502311,45455,142800,30828,224899,970290,92512,23371,356828,295759,53033,224820,26992
"63",157437,40691,231629,90515,1787427,222780,210233,51480,713393,389084,58808,47671,591622,247138,124622,106062,145260,201489,46329,267518,348151,394163,247510,81618,224961,30771,73896,119741,58067,446646,74767,1031009,359423,24678,471222,127022,147654,511167,45719,144240,31474,229409,998029,95443,23584,364188,296253,53825,229139,27684
"64",160293,43138,235099,93050,1809426,223421,213052,58232,717145,395960,60292,48399,592637,248044,123550,105561,146978,205646,47079,270412,349117,394456,246510,84846,227916,31864,75278,122404,57638,448260,76258,1049458,365837,25173,473957,128846,150891,516667,46673,145903,32368,231917,1031329,99043,23924,366941,303593,55234,228133,29556
"65",161934,42872,241787,93413,1857944,229476,221025,55333,733443,398352,60789,49746,615525,252329,125449,111117,150120,205367,47439,273950,354949,394181,247295,84026,229786,31972,75815,125382,58791,455933,77677,1070271,379810,25690,474971,140588,159942,513594,46715,149004,31931,235324,1058764,102201,24217,376028,310192,55802,232421,30619
"66",163974,44653,244659,95259,1865835,229632,220596,56670,740698,401421,61704,51212,616144,255039,128167,113175,152391,207440,48210,275749,359528,396699,253525,86227,233699,32590,78650,128691,59052,466518,77888,1071568,385826,26322,480351,137752,161843,522552,48259,150279,32620,239481,1081706,104878,24380,379310,312978,56932,235560,32302
"67",165470,45349,250886,95481,1886549,234160,220677,56397,747163,406890,62641,51166,620846,257997,127893,113829,153077,209072,48315,279362,358472,397143,248666,87040,233398,33362,77548,128691,59766,467119,78145,1074253,388995,26505,482568,136319,165155,530898,48896,151366,32879,239480,1096715,107564,24411,380349,318937,57352,237092,33872
