"","timepoint","state","y","ysl","ysl_lag1","y_lag1","latitude","longitude","totalwagescapita","emplvlcapita","popestimate","qtrly_estabs_count","totalwagescapita_dif","emplvlcapita_dif","popestimate_dif","qtrly_estabs_count_dif","treated","fips"
"35",35,"Alabama",1.11160505556409,5.55322493746573,5.65201071504333,1.12736531834994,32.377716,-86.300568,2792.52012429877,0.420037392858865,4417421,110660,-0.0787210832831988,-1.04530867215424,6360,-392,0,1
"36",36,"Alabama",1.09624025087349,5.45779821139405,5.55322493746573,1.11160505556409,32.377716,-86.300568,3083.37506829565,0.423036086099199,4423781,110696,256.868085957633,0.498599391136273,6360,36,0,1
"37",37,"Alabama",1.08125635216094,5.36555246849915,5.45779821139405,1.09624025087349,32.377716,-86.300568,2797.00240601823,0.413988328287219,4430141,112198,-577.227606274302,-1.20464510523142,6360,1502,0,1
"38",38,"Alabama",0.14708234094023,0.873862563117456,5.36555246849915,1.08125635216094,32.377716,-86.300568,2874.51162276366,0.422392378958149,4435649,110669,363.881879022852,1.74518084829104,5508,-1529,0,1
"39",39,"Alabama",0.14650230085369,0.849432621924251,0.873862563117456,0.14708234094023,32.377716,-86.300568,2952.00164146415,0.422027938515421,4441157,110601,-0.019198044939003,-0.876849111365741,5508,-68,0,1
"40",40,"Alabama",0.145925841512806,0.825734603714778,0.849432621924251,0.14650230085369,32.377716,-86.300568,3208.2673527239,0.424634267104298,4446665,110926,178.775692559254,0.297076903160387,5508,325,0,1
"41",41,"Alabama",0.145352932339016,0.802717834744726,0.825734603714778,0.145925841512806,32.377716,-86.300568,3010.60514090535,0.417413624013862,4452173,111636,-453.927923078289,-0.982697167931296,5508,710,0,1
"42",42,"Alabama",0.775189606291882,2.76621354495461,0.802717834744726,0.145352932339016,32.377716,-86.300568,2996.43868474423,0.423006392879744,4456038.25,112724,183.495755657427,1.28134119563186,3865.25,1088,0,1
"43",43,"Alabama",0.767898391891109,2.73384826277479,2.76621354495461,0.775189606291882,32.377716,-86.300568,2992.83956300848,0.421506205235158,4459903.5,114305,10.5673344253646,-0.70929565104681,3865.25,1581,0,1
"44",44,"Alabama",0.760731889594979,2.7022191960512,2.73384826277479,0.767898391891109,32.377716,-86.300568,3210.78835031497,0.421653936859222,4463768.75,115035,221.547909042237,0.164791926864932,3865.25,730,0,1
"45",45,"Alabama",0.753686952751842,2.67129922853186,2.7022191960512,0.760731889594979,32.377716,-86.300568,3089.08884501282,0.413962886545018,4467634,109424,-339.648292608632,-0.783878193826676,3865.25,-5611,0,1
"46",46,"Alabama",1.02086812695195,3.88703102628654,2.67129922853186,0.753686952751842,32.377716,-86.300568,3069.53933220679,0.417703951201452,4470747.75,112308,102.149992496116,1.14321149706366,3113.75,2884,0,1
"47",47,"Alabama",1.00915205066467,3.83391197607637,3.88703102628654,1.02086812695195,32.377716,-86.300568,3057.0699251642,0.413987931156713,4473861.5,113730,7.08010576344395,-0.745708470117251,3113.75,1422,0,1
"48",48,"Alabama",0.997687029475358,3.78210715308924,3.83391197607637,1.00915205066467,32.377716,-86.300568,3265.85119048849,0.41296617249187,4476975.25,113963,221.250672366875,0.269426137989681,3113.75,233,0,1
"49",49,"Alabama",0.986465107801138,3.73156682797031,3.78210715308924,0.997687029475358,32.377716,-86.300568,3105.59300429076,0.405306159468409,4480089,111623,-369.039451522014,-0.663825435861837,3113.75,-2340,0,1
"50",50,"Alabama",1.17065376617873,5.16285117152435,3.73156682797031,0.986465107801138,32.377716,-86.300568,3121.05477013232,0.409486203131659,4485939.5,113519,175.719952039284,1.18400566867105,5850.5,1896,0,1
"51",51,"Alabama",1.1541109762879,5.08429635418537,5.16285117152435,1.17065376617873,32.377716,-86.300568,3122.06435919756,0.407632591906567,4491790,112089,-14.4521767763213,-0.603365488834157,5850.5,-1430,0,1
"52",52,"Alabama",1.1379916458516,5.00797554880705,5.08429635418537,1.1541109762879,32.377716,-86.300568,3359.37884208398,0.408823841449015,4497640.5,112019,236.304893821182,0.304486076753907,5850.5,-70,0,1
"53",53,"Alabama",1.12227985069531,4.93379121466049,5.00797554880705,1.1379916458516,32.377716,-86.300568,3201.46507631524,0.402168303063853,4503491,110312,-395.228248655156,-0.784678792760907,5850.5,-1707,0,1
"54",54,"Alabama",1.57835303859262,7.02367229441734,4.93379121466049,1.12227985069531,32.377716,-86.300568,3174.28841093847,0.405096142337597,4510300.5,110906,130.737100391969,0.958337765890571,6809.5,594,0,1
"55",55,"Alabama",1.54917899157123,6.86797547149212,7.02367229441734,1.57835303859262,32.377716,-86.300568,3180.07195219953,0.402946426660704,4517110,111574,32.9602066378202,-0.507755495063644,6809.5,668,0,1
"56",56,"Alabama",1.52098728543013,6.71910564107137,6.86797547149212,1.54917899157123,32.377716,-86.300568,3467.06434276737,0.405814471278722,4523919.5,112096,281.208849306794,0.50177602949103,6809.5,522,0,1
"57",57,"Alabama",1.49372943287656,6.57658740485871,6.71910564107137,1.52098728543013,32.377716,-86.300568,3272.38488618498,0.402284415304174,4530729,113064,-481.671847150236,-0.639810059256529,6809.5,968,0,1
"58",58,"Alabama",1.87867459079953,8.89046618046692,6.57658740485871,1.49372943287656,32.377716,-86.300568,3289.78785520883,0.408473842883901,4540498,113903,212.082425606241,0.971948355427416,9769,839,0,1
"59",59,"Alabama",1.83618458976724,8.64014778646052,8.89046618046692,1.87867459079953,32.377716,-86.300568,3334.97391691521,0.407710873523099,4550267,114496,27.7830926825195,-0.695239694052813,9769,593,0,1
"60",60,"Alabama",1.79541932684746,8.40444964458271,8.64014778646052,1.83618458976724,32.377716,-86.300568,3714.26775600017,0.411085570377076,4560036,116279,334.107777378596,0.413766621477801,9769,1783,0,1
"61",61,"Alabama",1.75627674068703,8.18199865880658,8.40444964458271,1.79541932684746,32.377716,-86.300568,3396.27327139779,0.407293163129134,4569805,116038,-697.288323687344,-0.716710410191823,9769,-241,0,1
"62",62,"Alabama",1.36337043900223,4.42933575820703,8.18199865880658,1.75627674068703,32.377716,-86.300568,3465.1405787071,0.413803984456074,4584599,116671,386.861791911684,1.03032285748816,14794,633,0,1
"63",63,"Alabama",0.633236487448841,6.23337896158347,4.42933575820703,1.36337043900223,32.377716,-86.300568,3588.38492231475,0.412767438369947,4599393,117348,54.3770362983405,-0.754736741306689,14794,677,0,1
"64",64,"Alabama",1.47666628060854,7.51423585679589,6.23337896158347,0.633236487448841,32.377716,-86.300568,3822.61219430422,0.41645617454747,4614187,118198,110.982928381822,0.472528226364965,14794,850,0,1
"65",65,"Alabama",0.69843845453903,5.37583169372695,7.51423585679589,1.47666628060854,32.377716,-86.300568,3704.63555153931,0.412089903443832,4628981,115496,-352.203914754375,-0.805500728116049,14794,-2702,0,1
"66",66,"Alabama",1.01531169815701,5.68017886780368,5.37583169372695,0.69843845453903,32.377716,-86.300568,3647.52460543316,0.416994961632903,4639945.75,116096,60.8656966587487,0.927132929270841,10964.75,600,0,1
"67",67,"Alabama",0.672169830934521,2.18965301076892,5.68017886780368,1.01531169815701,32.377716,-86.300568,3681.23638070438,0.414920476323937,4650910.5,117903,90.8227213773812,-0.697954349803631,10964.75,1807,0,1
"68",68,"Alabama",0.382059496532072,2.38388041094026,2.18965301076892,0.672169830934521,32.377716,-86.300568,3993.35789262057,0.416350694926897,4661875.25,120274,278.409736644967,0.350470391192531,10964.75,2371,0,1
"69",69,"Alabama",-0.0393140190579899,3.76322828632922,2.38388041094026,0.382059496532072,32.377716,-86.300568,3858.45998236618,0.414232101534256,4672840,119094,-447.019422170578,-0.354881199560014,10964.75,-1180,0,1
"70",70,"Alabama",1.20963509824481,5.63060590284223,3.76322828632922,-0.0393140190579899,32.377716,-86.300568,3787.3035459877,0.41778512069469,4684181.5,119238,63.7414738759066,0.56716125530743,11341.5,144,0,1
"71",71,"Alabama",1.04664639870737,4.06926258939606,5.63060590284223,1.20963509824481,32.377716,-86.300568,3818.12219405591,0.41536367017405,4695523,120089,101.975084446689,-0.597446968107346,11341.5,851,0,1
"72",72,"Alabama",0.166189504649239,3.94469168772105,4.06926258939606,1.04664639870737,32.377716,-86.300568,4140.614131127,0.417559006992164,4706864.5,121894,291.673289002874,0.461678733875309,11341.5,1805,0,1
"73",73,"Alabama",-0.365631530069344,-1.05360979092737,3.94469168772105,0.166189504649239,32.377716,-86.300568,3946.274111177,0.410859339333637,4718206,120824,-516.831957021077,-0.889500447664043,11341.5,-1070,0,1
"74",74,"Alabama",1.01915963626595,4.8912284417618,-1.05360979092737,-0.365631530069344,32.377716,-86.300568,3870.74681137758,0.413508218208757,4728139,121341,118.812720150575,0.934854653364731,9933,517,0,1
"75",75,"Alabama",-0.0950306217562868,0.0585325391462277,4.8912284417618,1.01915963626595,32.377716,-86.300568,3879.92083742079,0.408435681573996,4738072,121093,84.7013258426241,-0.772141550988104,9933,-248,0,1
"76",76,"Alabama",-2.50858813193275,-8.99803262155388,0.0585325391462277,-0.0950306217562868,32.377716,-86.300568,4149.97328246284,0.403772882856414,4748005,122678,260.878418998848,0.040973791717841,9933,1585,0,1
"77",77,"Alabama",-1.1523132161221,-5.83428365659842,-8.99803262155388,-2.50858813193275,32.377716,-86.300568,3710.9540624531,0.387572165365193,4757938,117705,-709.071665051794,-1.15379187736389,9933,-4973,0,1
"78",78,"Alabama",-0.592602149891164,-3.57431725073241,-5.83428365659842,-1.1523132161221,32.377716,-86.300568,3684.67240160791,0.386562238939865,4764826.5,117312,412.737559164543,1.51907910658935,6888.5,-393,0,1
"79",79,"Alabama",-0.0123736260892571,1.17906281165716,-3.57431725073241,-0.592602149891164,32.377716,-86.300568,3682.28706282752,0.380567014864327,4771715,116850,23.8963220648056,-0.498529765020994,6888.5,-462,0,1
"80",80,"Alabama",0.000723958046577877,4.57445976350002,1.17906281165716,-0.0123736260892571,32.377716,-86.300568,4046.6285424183,0.380036203743067,4778603.5,119061,366.726818371179,0.546441295427741,6888.5,2211,0,1
"81",81,"Alabama",0.936071976573594,3.62748933272314,4.57445976350002,0.000723958046577877,32.377716,-86.300568,3575.47053322835,0.374059274713377,4785492,116031,-835.499488780741,-0.544611790843014,6888.5,-3030,0,1
"82",82,"Alabama",1.85194647775635,6.28098671785082,3.62748933272314,0.936071976573594,32.377716,-86.300568,3718.47139268487,0.381288879316222,4789098.5,116232,614.15886864647,1.32065336325356,3606.5,201,0,1
"83",83,"Alabama",1.94099397317604,5.78294989338772,6.28098671785082,1.85194647775635,32.377716,-86.300568,3804.57551174128,0.378293468928298,4792705,116523,-56.8967404000996,-1.0225014990769,3606.5,291,0,1
"84",84,"Alabama",0.395725505455324,3.37048921001397,5.78294989338772,1.94099397317604,32.377716,-86.300568,4148.53863515745,0.380184648140556,4796311.5,118525,257.859004359755,0.488658960018096,3606.5,2002,0,1
"85",85,"Alabama",-0.658542908060156,-0.694370251174803,3.37048921001397,0.395725505455324,32.377716,-86.300568,3720.55807557546,0.374016736674807,4799918,115650,-771.943682998167,-0.80590906780057,3606.5,-2875,0,1
"86",86,"Alabama",1.47634440037159,6.24243948550074,-0.694370251174803,-0.658542908060156,32.377716,-86.300568,3785.2904525952,0.379185910031758,4803928.5,115927,492.712936601742,1.13370848226998,4010.5,277,0,1
"87",87,"Alabama",1.15386272607392,3.66857370528564,6.24243948550074,1.47634440037159,32.377716,-86.300568,3936.52839085521,0.377137896300265,4807939,116093,86.505561240258,-0.721718708844465,4010.5,166,0,1
"88",88,"Alabama",1.14586892380277,6.11138442499737,3.66857370528564,1.15386272607392,32.377716,-86.300568,4098.42950201369,0.379035426978885,4811949.5,118172,10.6631728984726,0.394554441011352,4010.5,2079,0,1
"89",89,"Alabama",0.576951420353033,3.50515099315345,6.11138442499737,1.14586892380277,32.377716,-86.300568,3937.12519746842,0.375028239437205,4815960,114985,-323.205415703745,-0.590471822030081,4010.5,-3187,0,1
"310",3,"Alaska",-3.62644208031391,0.825842177985336,0.841435898548326,-3.55203740497494,58.301598,-134.420212,3289.26720030477,0.439361046554925,561741.5,15204,-236.688835693231,-1.65562732626426,4225.75,71,0,2
"410",4,"Alaska",-3.70567235977806,0.810819061116774,0.825842177985336,-3.62644208031391,58.301598,-134.420212,3170.56239031499,0.409325215666925,565967.25,15199,-227.175483918385,-4.31404592759638,4225.75,-5,0,2
"510",5,"Alaska",-3.79015955225412,0.796331460347055,0.810819061116774,-3.70567235977806,58.301598,-134.420212,2934.71663103546,0.391563324464991,570193,15299,-117.140949289751,1.22739396860652,4225.75,100,0,2
"610",6,"Alaska",-0.283804620681316,1.40728056338375,0.796331460347055,-3.79015955225412,58.301598,-134.420212,3211.15646355545,0.417424609793207,574828.75,15574,512.285591799524,4.36231765301497,4635.75,275,0,2
"710",7,"Alaska",-0.280052150482213,1.37435035350677,1.40728056338375,-0.283804620681316,58.301598,-134.420212,3333.24996958399,0.433115977481508,579464.5,15652,-154.346326491457,-1.01699176399138,4635.75,78,0,2
"810",8,"Alaska",-0.276374691123671,1.34273908608407,1.37435035350677,-0.280052150482213,58.301598,-134.420212,3186.47636428849,0.399754437130727,584100.25,15560,-268.86711132403,-4.90529080390831,4635.75,-92,0,2
"91",9,"Alaska",-0.272770229269348,1.31236500929823,1.34273908608407,-0.276374691123671,58.301598,-134.420212,3020.0615878764,0.387991108634997,588736,15596,-19.6411711166002,2.15982118550516,4635.75,36,0,2
"101",10,"Alaska",0.12857908419015,1.24489824817591,1.31236500929823,-0.272770229269348,58.301598,-134.420212,3244.35833685599,0.414752315088799,591410,15903,390.711525391682,3.85245349495325,2674,307,0,2
"111",11,"Alaska",0.127258711266265,1.21669923907799,1.24489824817591,0.12857908419015,58.301598,-134.420212,3381.68543842285,0.429424682929238,594084,16193,-86.9696474127281,-1.20888386133637,2674,290,0,2
"121",12,"Alaska",0.125958674204263,1.18970614415534,1.21669923907799,0.127258711266265,58.301598,-134.420212,3308.84849637542,0.395841083543636,596758,16215,-210.164043614294,-4.82559672260403,2674,22,0,2
"131",13,"Alaska",0.124678555498825,1.16383924953123,1.18970614415534,0.125958674204263,58.301598,-134.420212,3003.07406177848,0.386840097514536,599432,16255,-232.937492549498,2.45826133565011,2674,40,0,2
"141",14,"Alaska",0.182542179727285,1.76691486091265,1.16383924953123,0.124678555498825,58.301598,-134.420212,3338.48700285309,0.414509080875393,600401,16648,641.187375671541,3.66699693899571,969,393,0,2
"151",15,"Alaska",0.181622907084211,1.72263772679369,1.76691486091265,0.182542179727285,58.301598,-134.420212,3517.03684254286,0.430903880583778,601370,17010,-156.863101384842,-1.12741836524713,969,362,0,2
"161",16,"Alaska",0.180710858421307,1.68040007083228,1.72263772679369,0.181622907084211,58.301598,-134.420212,3403.37137060692,0.408132297593216,602339,17136,-292.21531162571,-3.91663826989478,969,126,0,2
"171",17,"Alaska",0.179805955410473,1.64006087412911,1.68040007083228,0.180710858421307,58.301598,-134.420212,3135.69995922481,0.396763068504534,603308,17001,-154.005939446167,1.14023539018805,969,-135,0,2
"181",18,"Alaska",1.88841288562251,1.18068620835583,1.64006087412911,0.179805955410473,58.301598,-134.420212,3414.11367763228,0.420974269253879,603584,17329,546.08512978958,3.5580429838027,276,328,0,2
"191",19,"Alaska",1.85173314829132,1.15699039592414,1.18068620835583,1.88841288562251,58.301598,-134.420212,3664.66904414931,0.441125978427671,603860,17547,-27.8583518904397,-0.40594915755533,276,218,0,2
"201",20,"Alaska",1.81642029020921,1.13417076997688,1.15699039592414,1.85173314829132,58.301598,-134.420212,3430.66394156283,0.41226258105239,604136,17492,-484.560469103509,-4.90151065490728,276,-55,0,2
"211",21,"Alaska",1.78239934116036,1.112178430893,1.13417076997688,1.81642029020921,58.301598,-134.420212,3254.77479930908,0.398981158547481,604412,17482,58.1159603327328,1.55819748703718,276,-10,0,2
"221",22,"Alaska",1.08554160537153,1.53502925393525,1.112178430893,1.78239934116036,58.301598,-134.420212,3479.75445421906,0.428146224269364,605451.25,17723,400.86879716373,4.24464882267921,1039.25,241,0,2
"231",23,"Alaska",1.07022335606395,1.50049305568434,1.53502925393525,1.08554160537153,58.301598,-134.420212,3619.38112138607,0.445473314641092,606490.5,17895,-85.3529877429746,-1.18379753501546,1039.25,172,0,2
"241",24,"Alaska",1.05528709016962,1.46747272216796,1.50049305568434,1.07022335606395,58.301598,-134.420212,3416.21237972297,0.412132355109633,607529.75,17943,-342.795408830113,-5.06680499031873,1039.25,48,0,2
"251",25,"Alaska",1.04071889093937,1.43586241629645,1.46747272216796,1.05528709016962,58.301598,-134.420212,3234.90332895695,0.398786333184898,608569,17884,21.8596908970826,1.99949376067235,1039.25,-59,0,2
"261",26,"Alaska",-1.39502139467282,1.95916723218481,1.43586241629645,1.04071889093937,58.301598,-134.420212,3506.68609962377,0.427873332854931,609668.75,18134,453.091821432846,4.24330215947692,1099.75,250,0,2
"271",27,"Alaska",-1.40962698868421,1.89631287039802,1.95916723218481,-1.39502139467282,58.301598,-134.420212,3708.10937695706,0.443351286125594,610768.5,18383,-70.3594933335326,-1.3609046399371,1099.75,249,0,2
"281",28,"Alaska",-1.42460545689218,1.83698585826928,1.89631287039802,-1.40962698868421,58.301598,-134.420212,3425.39784013961,0.414333205446325,611868.25,18294,-484.13481415075,-4.4496033949932,1099.75,-89,0,2
"291",29,"Alaska",-1.43997084833778,1.7808710380784,1.83698585826928,-1.42460545689218,58.301598,-134.420212,3250.34478145678,0.401857845760301,612968,18216,107.658478134633,1.6542720993245,1099.75,-78,0,2
"301",30,"Alaska",-1.68457422904513,1.22100056494858,1.7808710380784,-1.43997084833778,58.301598,-134.420212,3559.29179497941,0.432223485692688,614709,18283,484.000072205457,4.28409996184118,1741,67,0,2
"311",31,"Alaska",-1.70367785020265,1.19695162083158,1.22100056494858,-1.68457422904513,58.301598,-134.420212,3691.84921567037,0.446209208640874,616450,18636,-176.389592831675,-1.63799169842019,1741,353,0,2
"321",32,"Alaska",-1.7233598330721,1.17374560694383,1.19695162083158,-1.70367785020265,58.301598,-134.420212,3590.91547110844,0.41917196033804,618191,18567,-233.491165252884,-4.10229712510194,1741,-69,0,2
"331",33,"Alaska",-1.74364531639331,1.15133619201195,1.17374560694383,-1.7233598330721,58.301598,-134.420212,3418.44042088487,0.410497710501582,619932,18543,-71.5413056616458,1.83629984663756,1741,-24,0,2
"341",34,"Alaska",0.482821027235225,1.41126016848663,1.15133619201195,-1.74364531639331,58.301598,-134.420212,3665.12546250365,0.436144880579844,621143.75,18652,419.160091842349,3.43214199147205,1211.75,109,0,2
"351",35,"Alaska",0.478634425365243,1.38285847059798,1.41126016848663,0.482821027235225,58.301598,-134.420212,3746.83428362086,0.448309152352099,622355.5,18855,-164.976220501567,-1.34828983060078,1211.75,203,0,2
"361",36,"Alaska",0.474507454261897,1.35555177387161,1.38285847059798,0.478634425365243,58.301598,-134.420212,3722.10249014842,0.42321658169187,623567.25,18869,-106.44061458965,-3.72568424324831,1211.75,14,0,2
"371",37,"Alaska",0.470438904141446,1.32927514719352,1.35555177387161,0.474507454261897,58.301598,-134.420212,3363.61699897084,0.4096211086907,624779,18754,-333.75369770514,1.14970976590577,1211.75,-115,0,2
"381",38,"Alaska",2.68284268570778,0.280671849925795,1.32927514719352,0.470438904141446,58.301598,-134.420212,3688.05262998042,0.436015399166101,625575,18856,682.921122187162,3.99897634765716,796,102,0,2
"391",39,"Alaska",2.60618798564298,0.271092271808371,0.280671849925795,2.68284268570778,58.301598,-134.420212,3807.54446965137,0.449296024241224,626371,18982,-204.943791338627,-1.3113665400277,796,126,0,2
"401",40,"Alaska",2.53362097516909,0.261803730125543,0.271092271808371,2.60618798564298,58.301598,-134.420212,3754.9032984835,0.423656963243708,627167,18970,-172.13301083883,-3.89196860726402,796,-12,0,2
"411",41,"Alaska",2.46482375011432,0.25278330843399,0.261803730125543,2.53362097516909,58.301598,-134.420212,3624.6051614506,0.413883195878313,627963,19036,-77.6569658650283,1.58652936321216,796,66,0,2
"421",42,"Alaska",-0.730897332113223,0.611680678382598,0.25278330843399,2.46482375011432,58.301598,-134.420212,3872.60060621154,0.444806164170178,629400.75,18853,378.293581793851,4.06967356572596,1437.75,-183,0,2
"431",43,"Alaska",-0.732910349529625,0.603565747297452,0.611680678382598,-0.730897332113223,58.301598,-134.420212,4028.89952024171,0.458595451397888,630838.5,18996,-91.6965307307819,-1.7133681064155,1437.75,143,0,2
"441",44,"Alaska",-0.734951461243227,0.595651930748176,0.603565747297452,-0.732910349529625,58.301598,-134.420212,3851.1584200735,0.430823288607366,632276.25,18982,-334.040014198372,-4.15614500182317,1437.75,-14,0,2
"451",45,"Alaska",-0.737021044472996,0.587931093359195,0.595651930748176,-0.734951461243227,58.301598,-134.420212,3752.08639228422,0.422536559604701,633714,19057,78.6690723789179,1.94854337878562,1437.75,75,0,2
