"timepoint","state","y","ysl_kansas","ysl_kansas_lag1","y_lag1","latitude","longitude","total_qtrly_wages","emplvlcapita","y_lag2","ysl_kansas_lag2","y_lag3","ysl_kansas_lag3","y_lag4","ysl_kansas_lag4","y_lag5","ysl_kansas_lag5","ysl_kansas_lead1","ysl_kansas_lead2","ysl_kansas_lead3","nearst_neighbor1","nearst_neighbor2","nearst_neighbor3","nearst_neighbor4","nearst_neighbor1_lag1","nearst_neighbor2_lag1","nearst_neighbor3_lag1","nearst_neighbor4_lag1","nearst_neighbor1_lag2","nearst_neighbor2_lag2","nearst_neighbor3_lag2","nearst_neighbor4_lag2","nearst_neighbor1_lag3","nearst_neighbor2_lag3","nearst_neighbor3_lag3","nearst_neighbor4_lag3","nearst_neighbor1_lag4","nearst_neighbor2_lag4","nearst_neighbor3_lag4","nearst_neighbor4_lag4","nearst_neighbor1_lead1","nearst_neighbor2_lead1","nearst_neighbor3_lead1","nearst_neighbor4_lead1","nearst_neighbor1_lead2","nearst_neighbor2_lead2","nearst_neighbor3_lead2","nearst_neighbor4_lead2","nearst_neighbor1_lead3","nearst_neighbor2_lead3","nearst_neighbor3_lead3","nearst_neighbor4_lead3"
16,"Kansas",0.0150077738913996,0.0673915511083452,0.0689621415741835,0.0153080729945003,39.048191,-95.677956,6835276364,0.435545530823236,0.0156193254260995,0.070602370742684,0.0159421332228007,0.0723170492640242,0.0063709807043999,0.042958711939871,0.0064423603917998,0.0437515206669218,0.0484763049485648,0.0475832880592365,0.0467204190281973,0.0180784854902996,0.00774966444680913,0.0171820150216,0.0159692032117995,0.0184920331236,0.00784458165220059,0.0175870793197994,0.0163064810458007,0.0189232085969007,0.00794149928255017,0.0180094577141006,0.0166567968113984,0.0193731529335999,0.00804047930406959,0.0184502663815991,0.0170209114256004,0.00842523597169986,0.0103864297405298,0.00397577841040153,0.0118684988556996,0.00976097232659967,0.00743202981447055,0.0107807802435005,0.00879321692110047,0.00962806756520074,0.00734678463081906,0.0106087726640993,0.00867354087229977,0.00949829619120024,0.00726319263536013,0.0104414320768011,0.00855661121640061
17,"Kansas",0.00579767128200004,0.0484763049485648,0.0673915511083452,0.0150077738913996,39.048191,-95.677956,6114470204,0.429737678774208,0.0153080729945003,0.0689621415741835,0.0156193254260995,0.070602370742684,0.0159421332228007,0.0723170492640242,0.0063709807043999,0.042958711939871,0.0475832880592365,0.0467204190281973,0.0458861613643778,0.00976097232659967,0.00743202981447055,0.0107807802435005,0.00879321692110047,0.0180784854902996,0.00774966444680913,0.0171820150216,0.0159692032117995,0.0184920331236,0.00784458165220059,0.0175870793197994,0.0163064810458007,0.0189232085969007,0.00794149928255017,0.0180094577141006,0.0166567968113984,0.0193731529335999,0.00804047930406959,0.0184502663815991,0.0170209114256004,0.00962806756520074,0.00734678463081906,0.0106087726640993,0.00867354087229977,0.00949829619120024,0.00726319263536013,0.0104414320768011,0.00855661121640061,0.00937155087619956,0.0071812075981601,0.0102785758883996,0.00844233726949994
18,"Kansas",0.00574151844820037,0.0475832880592365,0.0484763049485648,0.00579767128200004,39.048191,-95.677956,6483984651,0.443097473291393,0.0150077738913996,0.0673915511083452,0.0153080729945003,0.0689621415741835,0.0156193254260995,0.070602370742684,0.0159421332228007,0.0723170492640242,0.0467204190281973,0.0458861613643778,0.0527348504324016,0.00962806756520074,0.00734678463081906,0.0106087726640993,0.00867354087229977,0.00976097232659967,0.00743202981447055,0.0107807802435005,0.00879321692110047,0.0180784854902996,0.00774966444680913,0.0171820150216,0.0159692032117995,0.0184920331236,0.00784458165220059,0.0175870793197994,0.0163064810458007,0.0189232085969007,0.00794149928255017,0.0180094577141006,0.0166567968113984,0.00949829619120024,0.00726319263536013,0.0104414320768011,0.00855661121640061,0.00937155087619956,0.0071812075981601,0.0102785758883996,0.00844233726949994,0.0131494267461001,0.0166606764076711,0.0168844984412004,0.0127400597994001
19,"Kansas",0.00568627075459993,0.0467204190281973,0.0475832880592365,0.00574151844820037,39.048191,-95.677956,6524594266,0.441213389121339,0.00579767128200004,0.0484763049485648,0.0150077738913996,0.0673915511083452,0.0153080729945003,0.0689621415741835,0.0156193254260995,0.070602370742684,0.0458861613643778,0.0527348504324016,0.0517518662525741,0.00949829619120024,0.00726319263536013,0.0104414320768011,0.00855661121640061,0.00962806756520074,0.00734678463081906,0.0106087726640993,0.00867354087229977,0.00976097232659967,0.00743202981447055,0.0107807802435005,0.00879321692110047,0.0180784854902996,0.00774966444680913,0.0171820150216,0.0159692032117995,0.0184920331236,0.00784458165220059,0.0175870793197994,0.0163064810458007,0.00937155087619956,0.0071812075981601,0.0102785758883996,0.00844233726949994,0.0131494267461001,0.0166606764076711,0.0168844984412004,0.0127400597994001,0.0129830029523994,0.0163095963538691,0.0165116417006992,0.0125255949965997
20,"Kansas",0.00563190729159935,0.0458861613643778,0.0467204190281973,0.00568627075459993,39.048191,-95.677956,6967704032,0.446347714243211,0.00574151844820037,0.0475832880592365,0.00579767128200004,0.0484763049485648,0.0150077738913996,0.0673915511083452,0.0153080729945003,0.0689621415741835,0.0527348504324016,0.0517518662525741,0.0508038757989741,0.00937155087619956,0.0071812075981601,0.0102785758883996,0.00844233726949994,0.00949829619120024,0.00726319263536013,0.0104414320768011,0.00855661121640061,0.00962806756520074,0.00734678463081906,0.0106087726640993,0.00867354087229977,0.00976097232659967,0.00743202981447055,0.0107807802435005,0.00879321692110047,0.0180784854902996,0.00774966444680913,0.0171820150216,0.0159692032117995,0.0131494267461001,0.0166606764076711,0.0168844984412004,0.0127400597994001,0.0129830029523994,0.0163095963538691,0.0165116417006992,0.0125255949965997,0.0128207925855008,0.0159716003014996,0.0161531790962997,0.0123174587265993
21,"Kansas",0.0151597508429013,0.0527348504324016,0.0458861613643778,0.00563190729159935,39.048191,-95.677956,6692928218,0.440708284650266,0.00568627075459993,0.0467204190281973,0.00574151844820037,0.0475832880592365,0.00579767128200004,0.0484763049485648,0.0150077738913996,0.0673915511083452,0.0517518662525741,0.0508038757989741,0.0498889268766048,0.0131494267461001,0.0166606764076711,0.0168844984412004,0.0127400597994001,0.00937155087619956,0.0071812075981601,0.0102785758883996,0.00844233726949994,0.00949829619120024,0.00726319263536013,0.0104414320768011,0.00855661121640061,0.00962806756520074,0.00734678463081906,0.0106087726640993,0.00867354087229977,0.00976097232659967,0.00743202981447055,0.0107807802435005,0.00879321692110047,0.0129830029523994,0.0163095963538691,0.0165116417006992,0.0125255949965997,0.0128207925855008,0.0159716003014996,0.0161531790962997,0.0123174587265993,0.0126626376595986,0.0156459788576999,0.0158083050390996,0.0121153791958015
22,"Kansas",0.0148948597860983,0.0517518662525741,0.0527348504324016,0.0151597508429013,39.048191,-95.677956,6854528819,0.451607211851127,0.00563190729159935,0.0458861613643778,0.00568627075459993,0.0467204190281973,0.00574151844820037,0.0475832880592365,0.00579767128200004,0.0484763049485648,0.0508038757989741,0.0498889268766048,0.0690580399887315,0.0129830029523994,0.0163095963538691,0.0165116417006992,0.0125255949965997,0.0131494267461001,0.0166606764076711,0.0168844984412004,0.0127400597994001,0.00937155087619956,0.0071812075981601,0.0102785758883996,0.00844233726949994,0.00949829619120024,0.00726319263536013,0.0104414320768011,0.00855661121640061,0.00962806756520074,0.00734678463081906,0.0106087726640993,0.00867354087229977,0.0128207925855008,0.0159716003014996,0.0161531790962997,0.0123174587265993,0.0126626376595986,0.0156459788576999,0.0158083050390996,0.0121153791958015,0.0206780224285001,0.00926974644660028,0.0165586597560008,0.0188128269968999
23,"Kansas",0.0146384613882002,0.0508038757989741,0.0517518662525741,0.0148948597860983,39.048191,-95.677956,6714027953,0.446775460332391,0.0151597508429013,0.0527348504324016,0.00563190729159935,0.0458861613643778,0.00568627075459993,0.0467204190281973,0.00574151844820037,0.0475832880592365,0.0498889268766048,0.0690580399887315,0.0670077755432078,0.0128207925855008,0.0159716003014996,0.0161531790962997,0.0123174587265993,0.0129830029523994,0.0163095963538691,0.0165116417006992,0.0125255949965997,0.0131494267461001,0.0166606764076711,0.0168844984412004,0.0127400597994001,0.00937155087619956,0.0071812075981601,0.0102785758883996,0.00844233726949994,0.00949829619120024,0.00726319263536013,0.0104414320768011,0.00855661121640061,0.0126626376595986,0.0156459788576999,0.0158083050390996,0.0121153791958015,0.0206780224285001,0.00926974644660028,0.0165586597560008,0.0188128269968999,0.0201055300716,0.00913995159910108,0.0162027170194001,0.0184022805017996
24,"Kansas",0.0143901557777006,0.0498889268766048,0.0508038757989741,0.0146384613882002,39.048191,-95.677956,7436661993,0.454752307931762,0.0148948597860983,0.0517518662525741,0.0151597508429013,0.0527348504324016,0.00563190729159935,0.0458861613643778,0.00568627075459993,0.0467204190281973,0.0690580399887315,0.0670077755432078,0.0650626051126922,0.0126626376595986,0.0156459788576999,0.0158083050390996,0.0121153791958015,0.0128207925855008,0.0159716003014996,0.0161531790962997,0.0123174587265993,0.0129830029523994,0.0163095963538691,0.0165116417006992,0.0125255949965997,0.0131494267461001,0.0166606764076711,0.0168844984412004,0.0127400597994001,0.00937155087619956,0.0071812075981601,0.0102785758883996,0.00844233726949994,0.0206780224285001,0.00926974644660028,0.0165586597560008,0.0188128269968999,0.0201055300716,0.00913995159910108,0.0162027170194001,0.0184022805017996,0.0195603891465002,0.00901323777389962,0.0158601893998007,0.0180080447640005
25,"Kansas",0.0177748959647008,0.0690580399887315,0.0498889268766048,0.0143901557777006,39.048191,-95.677956,7161988123,0.448812557195861,0.0146384613882002,0.0508038757989741,0.0148948597860983,0.0517518662525741,0.0151597508429013,0.0527348504324016,0.00563190729159935,0.0458861613643778,0.0670077755432078,0.0650626051126922,0.0632140387568228,0.0206780224285001,0.00926974644660028,0.0165586597560008,0.0188128269968999,0.0126626376595986,0.0156459788576999,0.0158083050390996,0.0121153791958015,0.0128207925855008,0.0159716003014996,0.0161531790962997,0.0123174587265993,0.0129830029523994,0.0163095963538691,0.0165116417006992,0.0125255949965997,0.0131494267461001,0.0166606764076711,0.0168844984412004,0.0127400597994001,0.0201055300716,0.00913995159910108,0.0162027170194001,0.0184022805017996,0.0195603891465002,0.00901323777389962,0.0158601893998007,0.0180080447640005,0.0190407182559014,0.00888949953109908,0.0155303430913989,0.0176291722851989
26,"Kansas",0.0173960672837996,0.0670077755432078,0.0690580399887315,0.0177748959647008,39.048191,-95.677956,7329010644,0.462038482085139,0.0143901557777006,0.0498889268766048,0.0146384613882002,0.0508038757989741,0.0148948597860983,0.0517518662525741,0.0151597508429013,0.0527348504324016,0.0650626051126922,0.0632140387568228,0.0461335802486194,0.0201055300716,0.00913995159910108,0.0162027170194001,0.0184022805017996,0.0206780224285001,0.00926974644660028,0.0165586597560008,0.0188128269968999,0.0126626376595986,0.0156459788576999,0.0158083050390996,0.0121153791958015,0.0128207925855008,0.0159716003014996,0.0161531790962997,0.0123174587265993,0.0129830029523994,0.0163095963538691,0.0165116417006992,0.0125255949965997,0.0195603891465002,0.00901323777389962,0.0158601893998007,0.0180080447640005,0.0190407182559014,0.00888949953109908,0.0155303430913989,0.0176291722851989,0.0091086051702991,0.00309190628339984,0.0128730918784008,0.0120585714214005
27,"Kansas",0.0170317721392994,0.0650626051126922,0.0670077755432078,0.0173960672837996,39.048191,-95.677956,7176493990,0.456621267239712,0.0177748959647008,0.0690580399887315,0.0143901557777006,0.0498889268766048,0.0146384613882002,0.0508038757989741,0.0148948597860983,0.0517518662525741,0.0632140387568228,0.0461335802486194,0.0452639751377874,0.0195603891465002,0.00901323777389962,0.0158601893998007,0.0180080447640005,0.0201055300716,0.00913995159910108,0.0162027170194001,0.0184022805017996,0.0206780224285001,0.00926974644660028,0.0165586597560008,0.0188128269968999,0.0126626376595986,0.0156459788576999,0.0158083050390996,0.0121153791958015,0.0128207925855008,0.0159716003014996,0.0161531790962997,0.0123174587265993,0.0190407182559014,0.00888949953109908,0.0155303430913989,0.0176291722851989,0.0091086051702991,0.00309190628339984,0.0128730918784008,0.0120585714214005,0.00899474119409938,0.00306772024170066,0.0126435125060986,0.0118796207658995
28,"Kansas",0.0166811965126996,0.0632140387568228,0.0650626051126922,0.0170317721392994,39.048191,-95.677956,7941766198,0.4646337332853,0.0173960672837996,0.0670077755432078,0.0177748959647008,0.0690580399887315,0.0143901557777006,0.0498889268766048,0.0146384613882002,0.0508038757989741,0.0461335802486194,0.0452639751377874,0.0444241672188379,0.0190407182559014,0.00888949953109908,0.0155303430913989,0.0176291722851989,0.0195603891465002,0.00901323777389962,0.0158601893998007,0.0180080447640005,0.0201055300716,0.00913995159910108,0.0162027170194001,0.0184022805017996,0.0206780224285001,0.00926974644660028,0.0165586597560008,0.0188128269968999,0.0126626376595986,0.0156459788576999,0.0158083050390996,0.0121153791958015,0.0091086051702991,0.00309190628339984,0.0128730918784008,0.0120585714214005,0.00899474119409938,0.00306772024170066,0.0126435125060986,0.0118796207658995,0.00888335617699987,0.00304383114970008,0.0124210045325004,0.0117054442192011
29,"Kansas",0.0106400680191001,0.0461335802486194,0.0632140387568228,0.0166811965126996,39.048191,-95.677956,7570973008,0.457882972108341,0.0170317721392994,0.0650626051126922,0.0173960672837996,0.0670077755432078,0.0177748959647008,0.0690580399887315,0.0143901557777006,0.0498889268766048,0.0452639751377874,0.0444241672188379,0.0436125299940574,0.0091086051702991,0.00309190628339984,0.0128730918784008,0.0120585714214005,0.0190407182559014,0.00888949953109908,0.0155303430913989,0.0176291722851989,0.0195603891465002,0.00901323777389962,0.0158601893998007,0.0180080447640005,0.0201055300716,0.00913995159910108,0.0162027170194001,0.0184022805017996,0.0206780224285001,0.00926974644660028,0.0165586597560008,0.0188128269968999,0.00899474119409938,0.00306772024170066,0.0126435125060986,0.0118796207658995,0.00888335617699987,0.00304383114970008,0.0124210045325004,0.0117054442192011,0.00877437151390126,0.0030202339582992,0.0122052525187009,0.0115358550454996
30,"Kansas",0.0104780030082008,0.0452639751377874,0.0461335802486194,0.0106400680191001,39.048191,-95.677956,7858506530,0.473368757323083,0.0166811965126996,0.0632140387568228,0.0170317721392994,0.0650626051126922,0.0173960672837996,0.0670077755432078,0.0177748959647008,0.0690580399887315,0.0444241672188379,0.0436125299940574,0.0565201071504274,0.00899474119409938,0.00306772024170066,0.0126435125060986,0.0118796207658995,0.0091086051702991,0.00309190628339984,0.0128730918784008,0.0120585714214005,0.0190407182559014,0.00888949953109908,0.0155303430913989,0.0176291722851989,0.0195603891465002,0.00901323777389962,0.0158601893998007,0.0180080447640005,0.0201055300716,0.00913995159910108,0.0162027170194001,0.0184022805017996,0.00888335617699987,0.00304383114970008,0.0124210045325004,0.0117054442192011,0.00877437151390126,0.0030202339582992,0.0122052525187009,0.0115358550454996,0.0114134697415995,0.00670701218830061,0.00988723940689873,0.0131771575080002
31,"Kansas",0.0103201750716,0.0444241672188379,0.0452639751377874,0.0104780030082008,39.048191,-95.677956,7799991214,0.471664882264045,0.0106400680191001,0.0461335802486194,0.0166811965126996,0.0632140387568228,0.0170317721392994,0.0650626051126922,0.0173960672837996,0.0670077755432078,0.0436125299940574,0.0565201071504274,0.0555322493746248,0.00888335617699987,0.00304383114970008,0.0124210045325004,0.0117054442192011,0.00899474119409938,0.00306772024170066,0.0126435125060986,0.0118796207658995,0.0091086051702991,0.00309190628339984,0.0128730918784008,0.0120585714214005,0.0190407182559014,0.00888949953109908,0.0155303430913989,0.0176291722851989,0.0195603891465002,0.00901323777389962,0.0158601893998007,0.0180080447640005,0.00877437151390126,0.0030202339582992,0.0122052525187009,0.0115358550454996,0.0114134697415995,0.00670701218830061,0.00988723940689873,0.0131771575080002,0.0112449563698007,0.00663131828130048,0.00973002153090086,0.0129632385059999
32,"Kansas",0.0101664238788004,0.0436125299940574,0.0444241672188379,0.0103201750716,39.048191,-95.677956,8700992837,0.477192329420709,0.0104780030082008,0.0452639751377874,0.0106400680191001,0.0461335802486194,0.0166811965126996,0.0632140387568228,0.0170317721392994,0.0650626051126922,0.0565201071504274,0.0555322493746248,0.0545779821139511,0.00877437151390126,0.0030202339582992,0.0122052525187009,0.0115358550454996,0.00888335617699987,0.00304383114970008,0.0124210045325004,0.0117054442192011,0.00899474119409938,0.00306772024170066,0.0126435125060986,0.0118796207658995,0.0091086051702991,0.00309190628339984,0.0128730918784008,0.0120585714214005,0.0190407182559014,0.00888949953109908,0.0155303430913989,0.0176291722851989,0.0114134697415995,0.00670701218830061,0.00988723940689873,0.0131771575080002,0.0112449563698007,0.00663131828130048,0.00973002153090086,0.0129632385059999,0.0110808431782985,0.00655704195319906,0.00957697380279932,0.0127555499956991
33,"Kansas",0.00941131997049993,0.0565201071504274,0.0436125299940574,0.0101664238788004,39.048191,-95.677956,8135337470,0.471139821448662,0.0103201750716,0.0444241672188379,0.0104780030082008,0.0452639751377874,0.0106400680191001,0.0461335802486194,0.0166811965126996,0.0632140387568228,0.0555322493746248,0.0545779821139511,0.0536555246849816,0.0114134697415995,0.00670701218830061,0.00988723940689873,0.0131771575080002,0.00877437151390126,0.0030202339582992,0.0122052525187009,0.0115358550454996,0.00888335617699987,0.00304383114970008,0.0124210045325004,0.0117054442192011,0.00899474119409938,0.00306772024170066,0.0126435125060986,0.0118796207658995,0.0091086051702991,0.00309190628339984,0.0128730918784008,0.0120585714214005,0.0112449563698007,0.00663131828130048,0.00973002153090086,0.0129632385059999,0.0110808431782985,0.00655704195319906,0.00957697380279932,0.0127555499956991,0.0109209623359003,0.00648414523550045,0.00942793796490093,0.0125538262879008
